Input Number, Run_Number, Result@ 1000, A, B, H, C, Y, T5, L4, L1, L5, T1, T2, T3, T4, T6, R, U, L2, D, L3, O1, O2, O3, O4, Reaction New, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-3, Run: 059, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9404, 9504, 9604, 9404, 100, 128, 71, 76, 817, 653, 546, 473, 510, 164, 4662, 107, 73, 63, 62, 448, 448, 734, 375, 247, 176, 3928, 359
INVAR-3, Run: 060, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 16894, 15994, 16094, 16894, 100, 93, 37, 71, 693, 543, 460, 415, 457, 150, 4942, 83, 45, 58, 36, 421, 421, 630, 301, 208, 171, 4312, 329
INVAR-3, Run: 061, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 11852, 11952, 12052, 11852, 100, 129, 51, 64, 1016, 789, 645, 529, 555, 227, 4982, 144, 116, 74, 52, 503, 503, 739, 344, 215, 164, 4243, 395
INVAR-3, Run: 062, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 5098, 5198, 4298, 5098, 100, 82, 45, 68, 762, 619, 535, 484, 528, 143, 3970, 84, 51, 56, 41, 487, 487, 570, 295, 213, 168, 3400, 275
INVAR-3, Run: 063, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 20104, 19204, 19304, 20104, 100, 84, 26, 24, 825, 561, 427, 351, 401, 264, 4903, 134, 76, 50, 28, 373, 373, 488, 234, 150, 124, 4415, 254
INVAR-3, Run: 064, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 40658, 39758, 39858, 40658, 100, 145, 81, 86, 701, 556, 462, 405, 444, 145, 5690, 94, 57, 61, 52, 392, 392, 781, 412, 267, 186, 4909, 369
INVAR-3, Run: 065, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 13118, 13218, 12318, 13118, 100, 83, 45, 45, 539, 449, 395, 355, 411, 90, 5006, 54, 40, 44, 48, 363, 363, 590, 273, 190, 145, 4416, 317
INVAR-3, Run: 066, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 7163, 6263, 6363, 7163, 100, 70, 30, 15, 488, 394, 329, 303, 361, 94, 4126, 65, 26, 42, 33, 328, 328, 458, 215, 145, 115, 3668, 243
INVAR-3, Run: 067, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 11786, 11886, 11986, 11786, 100, 106, 56, 61, 603, 522, 441, 393, 442, 81, 4577, 81, 48, 51, 40, 402, 402, 607, 323, 217, 161, 3970, 284
INVAR-3, Run: 068, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 7217, 6317, 6417, 7217, 100, 107, 56, 103, 661, 581, 521, 478, 521, 80, 4350, 60, 43, 57, 49, 472, 472, 667, 366, 259, 203, 3683, 301
INVAR-3, Run: 069, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9211, 8311, 8411, 9211, 100, 96, 51, 82, 845, 652, 568, 508, 539, 193, 4533, 84, 60, 69, 42, 497, 497, 616, 329, 233, 182, 3917, 287
INVAR-3, Run: 070, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1978, 2078, 2178, 1978, 100, 84, 41, 51, 736, 573, 478, 420, 464, 163, 3390, 95, 58, 56, 49, 415, 415, 589, 276, 192, 151, 2801, 313
INVAR-3, Run: 071, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 13632, 12732, 12832, 13632, 100, 76, 34, 36, 550, 478, 435, 393, 444, 72, 4538, 43, 42, 49, 31, 413, 413, 521, 246, 170, 136, 4017, 275
INVAR-3, Run: 072, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 13807, 12907, 13007, 13807, 100, 152, 66, 91, 773, 637, 557, 492, 540, 136, 5098, 80, 65, 52, 43, 497, 497, 824, 409, 257, 191, 4274, 415
INVAR-3, Run: 073, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 6220, 6320, 6420, 6220, 100, 108, 52, 93, 644, 559, 494, 444, 491, 85, 4284, 65, 50, 53, 38, 453, 453, 657, 353, 245, 193, 3627, 304
INVAR-3, Run: 074, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 24798, 23898, 23998, 24798, 100, 86, 42, 69, 746, 642, 550, 493, 526, 104, 5080, 92, 57, 67, 55, 471, 471, 549, 297, 211, 169, 4531, 252
INVAR-3, Run: 075, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 26884, 25984, 26084, 26884, 100, 117, 53, 61, 808, 644, 556, 473, 508, 164, 5326, 88, 83, 65, 50, 458, 458, 674, 331, 214, 161, 4652, 343
INVAR-3, Run: 076, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 7169, 7269, 7369, 7169, 100, 90, 40, 60, 695, 558, 475, 430, 477, 137, 4379, 83, 45, 53, 48, 429, 429, 582, 290, 200, 160, 3797, 292
INVAR-3, Run: 077, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 5201, 4301, 4401, 5201, 100, 98, 57, 68, 705, 571, 495, 441, 491, 134, 4004, 76, 54, 50, 41, 450, 450, 638, 323, 225, 168, 3366, 315
INVAR-3, Run: 078, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 28098, 28198, 28298, 28098, 100, 132, 48, 113, 752, 644, 587, 507, 545, 108, 5394, 57, 80, 62, 50, 495, 495, 716, 393, 261, 213, 4678, 323
INVAR-3, Run: 079, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 4015, 4115, 4215, 4015, 100, 61, 28, 32, 431, 374, 330, 299, 364, 57, 3509, 44, 31, 35, 22, 342, 342, 468, 221, 160, 132, 3041, 247
INVAR-3, Run: 080, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 4021, 4121, 4221, 4021, 100, 93, 32, 25, 527, 453, 405, 357, 427, 74, 3895, 48, 48, 30, 42, 385, 385, 550, 250, 157, 125, 3345, 300
INVAR-3, Run: 081, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 7180, 7280, 6380, 7180, 100, 89, 26, 12, 766, 538, 415, 352, 398, 228, 4298, 123, 63, 54, 30, 368, 368, 548, 227, 138, 112, 3750, 321
INVAR-3, Run: 082, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 86915, 87015, 87115, 86915, 100, 98, 52, 65, 542, 449, 397, 364, 433, 93, 6155, 52, 33, 31, 38, 395, 395, 590, 315, 217, 165, 5565, 275
INVAR-3, Run: 083, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 13635, 13735, 13835, 13635, 100, 62, 29, 22, 616, 496, 418, 363, 431, 120, 4723, 78, 55, 32, 36, 395, 395, 485, 213, 151, 122, 4238, 272
INVAR-3, Run: 084, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 33505, 33605, 33705, 33505, 100, 97, 44, 58, 752, 615, 530, 449, 488, 137, 5174, 85, 81, 61, 56, 432, 432, 595, 299, 202, 158, 4579, 296
INVAR-3, Run: 085, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 18119, 18219, 18319, 18119, 100, 88, 53, 51, 817, 623, 528, 454, 498, 194, 4733, 95, 74, 56, 40, 458, 458, 555, 292, 204, 151, 4178, 263
INVAR-3, Run: 086, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 13928, 13028, 13128, 13928, 100, 98, 44, 38, 739, 575, 473, 422, 477, 164, 4978, 102, 51, 45, 46, 431, 431, 590, 280, 182, 138, 4388, 310
INVAR-3, Run: 087, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 17970, 18070, 18170, 17970, 100, 69, 27, 15, 450, 386, 341, 302, 367, 64, 4630, 45, 39, 35, 24, 343, 343, 412, 211, 142, 115, 4218, 201
INVAR-3, Run: 088, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9353, 8453, 8553, 9353, 100, 81, 34, 43, 672, 500, 431, 370, 430, 172, 4354, 69, 61, 40, 39, 391, 391, 529, 258, 177, 143, 3825, 271
INVAR-3, Run: 089, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1983, 2083, 2183, 1983, 100, 123, 72, 90, 798, 645, 535, 474, 524, 153, 3687, 110, 61, 50, 64, 460, 460, 710, 385, 262, 190, 2977, 325
INVAR-3, Run: 090, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 32428, 32528, 31628, 32428, 100, 84, 44, 53, 593, 509, 460, 399, 457, 84, 5220, 49, 61, 42, 36, 421, 421, 577, 281, 197, 153, 4643, 296
INVAR-3, Run: 091, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 59464, 59564, 59664, 59464, 100, 102, 64, 52, 563, 445, 380, 344, 405, 118, 5968, 65, 36, 39, 41, 364, 364, 674, 318, 216, 152, 5294, 356
INVAR-3, Run: 092, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 12564, 12664, 12764, 12564, 100, 65, 20, 12, 502, 402, 348, 314, 376, 100, 4270, 54, 34, 38, 26, 350, 350, 430, 197, 132, 112, 3840, 233
INVAR-3, Run: 093, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9262, 8362, 8462, 9262, 100, 89, 50, 79, 1127, 858, 692, 578, 581, 269, 4232, 166, 114, 97, 76, 505, 505, 524, 318, 229, 179, 3708, 206
INVAR-3, Run: 094, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8482, 8582, 7682, 8482, 100, 59, 21, 10, 590, 485, 423, 371, 419, 105, 4131, 62, 52, 52, 29, 390, 390, 477, 190, 131, 110, 3654, 287
INVAR-3, Run: 095, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9439, 9539, 9639, 9439, 100, 134, 69, 91, 754, 653, 581, 528, 574, 101, 4527, 72, 53, 54, 54, 520, 520, 714, 394, 260, 191, 3813, 320
INVAR-3, Run: 096, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 27298, 26398, 26498, 27298, 100, 90, 37, 36, 581, 507, 449, 399, 447, 74, 5045, 58, 50, 52, 44, 403, 403, 570, 263, 173, 136, 4475, 307
INVAR-3, Run: 097, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1935, 1035, 1135, 1935, 100, 127, 58, 65, 595, 489, 424, 363, 407, 106, 3574, 65, 61, 56, 34, 373, 373, 680, 350, 223, 165, 2894, 330
INVAR-3, Run: 098, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 39628, 39728, 39828, 39628, 100, 108, 56, 38, 760, 556, 447, 389, 438, 204, 5710, 109, 58, 51, 40, 398, 398, 654, 302, 194, 138, 5056, 352
INVAR-3, Run: 099, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 55953, 56053, 55153, 55953, 100, 100, 50, 32, 1036, 792, 626, 516, 530, 244, 5720, 166, 110, 86, 66, 464, 464, 557, 282, 182, 132, 5163, 275
INVAR-3, Run: 100, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 17355, 17455, 16555, 17355, 100, 111, 37, 43, 639, 537, 476, 421, 472, 102, 4920, 61, 55, 49, 27, 445, 445, 629, 291, 180, 143, 4291, 338
