Input Number, Run_Number, Result@ 100, XP, Y, X, Z, YP, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-28, Run: 095, P, 0, 0, 0, 9, 9, 0, 0, 9, 0
INVAR-28, Run: 096, P, 0, 0, 0, 9, 9, 0, 0, 9, 0
INVAR-28, Run: 097, P, 0, 0, 0, 9, 9, 0, 0, 9, 0
INVAR-28, Run: 098, P, 0, 0, 0, 9, 9, 0, 0, 9, 0
INVAR-28, Run: 099, P, 0, 0, 0, 9, 9, 0, 0, 9, 0
INVAR-28, Run: 100, P, 0, 0, 0, 9, 9, 0, 0, 9, 0
INVAR-29, Run: 001, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 002, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 003, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 004, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 005, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 006, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 007, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 008, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 009, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 010, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 011, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 012, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 013, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 014, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 015, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 016, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 017, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 018, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 019, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 020, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 021, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 022, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 023, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 024, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 025, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 026, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 027, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 028, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 029, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 030, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 031, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 032, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 033, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 034, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 035, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 036, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 037, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 038, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 039, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 040, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 041, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 042, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 043, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 044, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 045, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 046, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 047, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 048, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 049, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 050, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 051, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 052, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 053, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 054, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 055, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 056, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 057, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 058, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 059, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 060, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 061, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 062, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 063, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 064, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 065, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 066, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 067, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 068, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 069, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 070, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 071, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 072, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 073, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 074, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 075, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 076, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 077, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 078, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 079, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 080, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 081, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 082, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 083, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 084, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 085, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 086, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 087, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 088, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 089, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 090, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 091, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 092, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 093, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 094, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 095, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 096, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 097, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 098, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 099, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-29, Run: 100, P, 0, 0, 0, 73, 73, 0, 0, 73, 0
INVAR-3, Run: 001, F, 4, 0, 0, 120, 0, 18, 120, 98, 98
INVAR-3, Run: 002, F, 4, 0, 0, 120, 0, 14, 120, 102, 102
INVAR-3, Run: 003, F, 4, 0, 0, 120, 0, 29, 120, 87, 87
INVAR-3, Run: 004, F, 4, 0, 0, 120, 0, 20, 120, 96, 96
INVAR-3, Run: 005, F, 4, 0, 0, 120, 0, 25, 120, 91, 91
INVAR-3, Run: 006, F, 4, 0, 0, 120, 0, 20, 120, 96, 96
INVAR-3, Run: 007, F, 4, 0, 0, 120, 0, 18, 120, 98, 98
INVAR-3, Run: 008, F, 4, 0, 0, 120, 0, 21, 120, 95, 95
INVAR-3, Run: 009, F, 4, 0, 0, 120, 0, 13, 120, 103, 103
INVAR-3, Run: 010, F, 4, 0, 0, 120, 0, 26, 120, 90, 90
INVAR-3, Run: 011, F, 4, 0, 0, 120, 0, 27, 120, 89, 89
INVAR-3, Run: 012, F, 4, 0, 0, 120, 0, 11, 120, 105, 105
INVAR-3, Run: 013, F, 4, 0, 0, 120, 0, 19, 120, 97, 97
INVAR-3, Run: 014, F, 4, 0, 0, 120, 0, 20, 120, 96, 96
INVAR-3, Run: 015, F, 4, 0, 0, 120, 0, 38, 120, 78, 78
INVAR-3, Run: 016, F, 4, 0, 0, 120, 0, 17, 120, 99, 99
INVAR-3, Run: 017, F, 4, 0, 0, 120, 0, 25, 120, 91, 91
INVAR-3, Run: 018, F, 4, 0, 0, 120, 0, 37, 120, 79, 79
INVAR-3, Run: 019, F, 4, 0, 0, 120, 0, 15, 120, 101, 101
INVAR-3, Run: 020, F, 4, 0, 0, 120, 0, 15, 120, 101, 101
INVAR-3, Run: 021, F, 4, 0, 0, 120, 0, 27, 120, 89, 89
INVAR-3, Run: 022, F, 4, 0, 0, 120, 0, 25, 120, 91, 91
INVAR-3, Run: 023, F, 4, 0, 0, 120, 0, 26, 120, 90, 90
INVAR-3, Run: 024, F, 4, 0, 0, 120, 0, 17, 120, 99, 99
INVAR-3, Run: 025, F, 4, 0, 0, 120, 0, 31, 120, 85, 85
INVAR-3, Run: 026, F, 4, 0, 0, 120, 0, 21, 120, 95, 95
INVAR-3, Run: 027, F, 4, 0, 0, 120, 0, 29, 120, 87, 87
INVAR-3, Run: 028, F, 4, 0, 0, 120, 0, 35, 120, 81, 81
INVAR-3, Run: 029, F, 4, 0, 0, 120, 0, 20, 120, 96, 96
INVAR-3, Run: 030, F, 4, 0, 0, 120, 0, 22, 120, 94, 94
INVAR-3, Run: 031, F, 4, 0, 0, 120, 0, 36, 120, 80, 80
INVAR-3, Run: 032, F, 4, 0, 0, 120, 0, 40, 120, 76, 76
INVAR-3, Run: 033, F, 4, 0, 0, 120, 0, 15, 120, 101, 101
INVAR-3, Run: 034, F, 4, 0, 0, 120, 0, 33, 120, 83, 83
INVAR-3, Run: 035, F, 4, 0, 0, 120, 0, 26, 120, 90, 90
INVAR-3, Run: 036, F, 4, 0, 0, 120, 0, 28, 120, 88, 88
INVAR-3, Run: 037, F, 4, 0, 0, 120, 0, 22, 120, 94, 94
INVAR-3, Run: 038, F, 4, 0, 0, 120, 0, 36, 120, 80, 80
INVAR-3, Run: 039, F, 4, 0, 0, 120, 0, 22, 120, 94, 94
INVAR-3, Run: 040, F, 4, 0, 0, 120, 0, 32, 120, 84, 84
INVAR-3, Run: 041, F, 4, 0, 0, 120, 0, 26, 120, 90, 90
INVAR-3, Run: 042, F, 4, 0, 0, 120, 0, 28, 120, 88, 88
INVAR-3, Run: 043, F, 4, 0, 0, 120, 0, 35, 120, 81, 81
INVAR-3, Run: 044, F, 4, 0, 0, 120, 0, 20, 120, 96, 96
INVAR-3, Run: 045, F, 4, 0, 0, 120, 0, 31, 120, 85, 85
INVAR-3, Run: 046, F, 4, 0, 0, 120, 0, 17, 120, 99, 99
INVAR-3, Run: 047, F, 4, 0, 0, 120, 0, 29, 120, 87, 87
INVAR-3, Run: 048, F, 4, 0, 0, 120, 0, 21, 120, 95, 95
INVAR-3, Run: 049, F, 4, 0, 0, 120, 0, 18, 120, 98, 98
INVAR-3, Run: 050, F, 4, 0, 0, 120, 0, 34, 120, 82, 82
INVAR-3, Run: 051, F, 4, 0, 0, 120, 0, 28, 120, 88, 88
INVAR-3, Run: 052, F, 4, 0, 0, 120, 0, 20, 120, 96, 96
INVAR-3, Run: 053, F, 4, 0, 0, 120, 0, 36, 120, 80, 80
INVAR-3, Run: 054, F, 4, 0, 0, 120, 0, 20, 120, 96, 96
INVAR-3, Run: 055, F, 4, 0, 0, 120, 0, 28, 120, 88, 88
INVAR-3, Run: 056, F, 4, 0, 0, 120, 0, 34, 120, 82, 82
INVAR-3, Run: 057, F, 4, 0, 0, 120, 0, 26, 120, 90, 90
INVAR-3, Run: 058, F, 4, 0, 0, 120, 0, 28, 120, 88, 88
INVAR-3, Run: 059, F, 4, 0, 0, 120, 0, 28, 120, 88, 88
INVAR-3, Run: 060, F, 4, 0, 0, 120, 0, 35, 120, 81, 81
INVAR-3, Run: 061, F, 4, 0, 0, 120, 0, 36, 120, 80, 80
INVAR-3, Run: 062, F, 4, 0, 0, 120, 0, 28, 120, 88, 88
INVAR-3, Run: 063, F, 4, 0, 0, 120, 0, 33, 120, 83, 83
INVAR-3, Run: 064, F, 4, 0, 0, 120, 0, 33, 120, 83, 83
INVAR-3, Run: 065, F, 4, 0, 0, 120, 0, 21, 120, 95, 95
INVAR-3, Run: 066, F, 4, 0, 0, 120, 0, 38, 120, 78, 78
INVAR-3, Run: 067, F, 4, 0, 0, 120, 0, 21, 120, 95, 95
INVAR-3, Run: 068, F, 4, 0, 0, 120, 0, 19, 120, 97, 97
INVAR-3, Run: 069, F, 4, 0, 0, 120, 0, 21, 120, 95, 95
INVAR-3, Run: 070, F, 4, 0, 0, 120, 0, 15, 120, 101, 101
INVAR-3, Run: 071, F, 4, 0, 0, 120, 0, 27, 120, 89, 89
INVAR-3, Run: 072, F, 4, 0, 0, 120, 0, 27, 120, 89, 89
INVAR-3, Run: 073, F, 4, 0, 0, 120, 0, 23, 120, 93, 93
INVAR-3, Run: 074, F, 4, 0, 0, 120, 0, 31, 120, 85, 85
INVAR-3, Run: 075, F, 4, 0, 0, 120, 0, 17, 120, 99, 99
INVAR-3, Run: 076, F, 4, 0, 0, 120, 0, 33, 120, 83, 83
INVAR-3, Run: 077, F, 4, 0, 0, 120, 0, 19, 120, 97, 97
INVAR-3, Run: 078, F, 4, 0, 0, 120, 0, 20, 120, 96, 96
INVAR-3, Run: 079, F, 4, 0, 0, 120, 0, 24, 120, 92, 92
INVAR-3, Run: 080, F, 4, 0, 0, 120, 0, 18, 120, 98, 98
INVAR-3, Run: 081, F, 4, 0, 0, 120, 0, 31, 120, 85, 85
INVAR-3, Run: 082, F, 4, 0, 0, 120, 0, 19, 120, 97, 97
INVAR-3, Run: 083, F, 4, 0, 0, 120, 0, 14, 120, 102, 102
INVAR-3, Run: 084, F, 4, 0, 0, 120, 0, 18, 120, 98, 98
INVAR-3, Run: 085, F, 4, 0, 0, 120, 0, 28, 120, 88, 88
INVAR-3, Run: 086, F, 4, 0, 0, 120, 0, 28, 120, 88, 88
INVAR-3, Run: 087, F, 4, 0, 0, 120, 0, 36, 120, 80, 80
INVAR-3, Run: 088, F, 4, 0, 0, 120, 0, 27, 120, 89, 89
INVAR-3, Run: 089, F, 4, 0, 0, 120, 0, 33, 120, 83, 83
INVAR-3, Run: 090, F, 4, 0, 0, 120, 0, 24, 120, 92, 92
INVAR-3, Run: 091, F, 4, 0, 0, 120, 0, 30, 120, 86, 86
INVAR-3, Run: 092, F, 4, 0, 0, 120, 0, 29, 120, 87, 87
INVAR-3, Run: 093, F, 4, 0, 0, 120, 0, 12, 120, 104, 104
INVAR-3, Run: 094, F, 4, 0, 0, 120, 0, 26, 120, 90, 90
INVAR-3, Run: 095, F, 4, 0, 0, 120, 0, 30, 120, 86, 86
INVAR-3, Run: 096, F, 4, 0, 0, 120, 0, 14, 120, 102, 102
INVAR-3, Run: 097, F, 4, 0, 0, 120, 0, 16, 120, 100, 100
INVAR-3, Run: 098, F, 4, 0, 0, 120, 0, 37, 120, 79, 79
INVAR-3, Run: 099, F, 4, 0, 0, 120, 0, 22, 120, 94, 94
INVAR-3, Run: 100, F, 4, 0, 0, 120, 0, 22, 120, 94, 94
INVAR-30, Run: 001, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 002, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 003, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 004, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 005, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 006, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 007, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 008, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 009, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 010, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 011, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 012, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 013, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 014, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 015, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 016, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 017, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 018, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 019, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 020, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 021, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 022, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 023, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 024, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 025, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 026, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 027, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 028, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 029, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 030, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 031, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 032, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 033, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 034, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 035, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 036, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 037, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 038, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 039, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 040, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 041, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 042, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 043, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 044, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 045, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 046, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 047, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 048, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 049, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 050, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 051, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 052, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 053, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 054, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 055, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 056, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 057, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 058, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 059, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 060, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 061, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 062, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 063, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 064, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 065, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 066, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 067, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 068, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 069, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 070, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 071, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 072, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 073, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 074, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 075, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 076, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 077, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 078, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 079, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 080, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 081, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 082, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 083, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 084, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 085, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 086, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 087, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 088, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 089, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 090, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 091, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 092, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 093, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 094, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 095, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 096, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 097, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 098, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 099, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-30, Run: 100, P, 0, 0, 0, 101, 101, 0, 0, 101, 0
INVAR-31, Run: 001, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 014, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 018, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 019, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 020, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 025, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
