Input Number, Run_Number, Result@ 100, A2, F1, F2, A1, F1P, F2P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-14, Run: 014, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 015, P, 52, 0, 0, 79, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-14, Run: 016, P, 53, 0, 0, 79, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-14, Run: 017, P, 58, 0, 0, 77, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-14, Run: 018, P, 53, 0, 0, 79, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-14, Run: 019, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 020, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 021, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 022, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 023, P, 56, 0, 0, 78, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-14, Run: 024, P, 52, 0, 0, 79, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-14, Run: 025, P, 49, 0, 0, 80, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-14, Run: 026, P, 56, 0, 0, 78, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-14, Run: 027, P, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 028, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 029, P, 48, 0, 0, 80, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-14, Run: 030, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 031, P, 49, 0, 0, 80, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-14, Run: 032, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 033, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 034, P, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 035, P, 50, 0, 0, 80, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-14, Run: 036, P, 60, 0, 0, 77, 0, 3, 4, 1, 4, 0, 4, 3, 4
INVAR-14, Run: 037, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 038, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 039, P, 58, 0, 0, 77, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-14, Run: 040, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 041, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 042, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 043, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 044, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 045, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 046, P, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 047, P, 59, 0, 0, 78, 0, 3, 4, 1, 3, 1, 5, 2, 4
INVAR-14, Run: 048, P, 61, 0, 0, 76, 0, 0, 5, 0, 5, 0, 4, 1, 5
INVAR-14, Run: 049, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 050, P, 58, 0, 0, 77, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-14, Run: 051, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 052, P, 48, 0, 0, 80, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-14, Run: 053, P, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 054, P, 58, 0, 0, 77, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-14, Run: 055, P, 50, 0, 0, 80, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-14, Run: 056, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 057, P, 62, 0, 0, 76, 0, 0, 5, 0, 5, 0, 3, 2, 5
INVAR-14, Run: 058, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 059, P, 53, 0, 0, 79, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-14, Run: 060, P, 56, 0, 0, 78, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-14, Run: 061, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 062, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 063, P, 49, 0, 0, 80, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-14, Run: 064, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 065, P, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 066, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 067, P, 50, 0, 0, 80, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-14, Run: 068, P, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 069, P, 54, 0, 0, 79, 0, 6, 3, 2, 2, 1, 9, 0, 3
INVAR-14, Run: 070, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 071, P, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 072, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 073, P, 52, 0, 0, 79, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-14, Run: 074, P, 56, 0, 0, 78, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-14, Run: 075, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 076, P, 56, 0, 0, 78, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-14, Run: 077, P, 60, 0, 0, 76, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 078, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 079, P, 60, 0, 0, 76, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 080, P, 52, 0, 0, 79, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-14, Run: 081, P, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 082, P, 58, 0, 0, 77, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-14, Run: 083, P, 50, 0, 0, 80, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-14, Run: 084, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 085, P, 52, 0, 0, 79, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-14, Run: 086, P, 60, 0, 0, 77, 0, 0, 5, 0, 4, 1, 5, 0, 5
INVAR-14, Run: 087, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 088, P, 50, 0, 0, 80, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-14, Run: 089, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 090, P, 57, 0, 0, 78, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-14, Run: 091, P, 48, 0, 0, 80, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-14, Run: 092, P, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 093, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 094, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 095, P, 57, 0, 0, 78, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-14, Run: 096, P, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 097, P, 48, 0, 0, 80, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-14, Run: 098, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 099, P, 52, 0, 0, 79, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-14, Run: 100, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 001, P, 150, 0, 0, 164, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-15, Run: 002, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 003, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 004, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 005, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 006, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 007, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 008, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 009, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 010, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 011, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 012, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 013, P, 148, 0, 0, 164, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-15, Run: 014, P, 155, 0, 0, 162, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-15, Run: 015, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 016, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 017, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 018, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 019, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 020, P, 158, 0, 0, 161, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-15, Run: 021, P, 160, 0, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 022, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 023, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 024, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 025, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 026, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 027, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 028, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 029, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 030, P, 152, 0, 0, 163, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-15, Run: 031, P, 155, 0, 0, 162, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-15, Run: 032, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 033, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 034, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 035, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 036, P, 160, 0, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 037, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 038, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 039, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 040, P, 148, 0, 0, 164, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-15, Run: 041, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 042, P, 160, 0, 0, 160, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-15, Run: 043, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 044, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 045, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 046, P, 152, 0, 0, 163, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-15, Run: 047, P, 152, 0, 0, 163, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-15, Run: 048, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 049, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 050, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 051, P, 148, 0, 0, 164, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-15, Run: 052, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 053, P, 148, 0, 0, 164, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-15, Run: 054, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 055, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 056, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 057, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 058, P, 152, 0, 0, 163, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-15, Run: 059, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 060, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 061, P, 148, 0, 0, 164, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-15, Run: 062, P, 155, 0, 0, 162, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-15, Run: 063, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 064, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 065, P, 155, 0, 0, 162, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-15, Run: 066, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 067, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 068, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 069, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 070, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 071, P, 152, 0, 0, 163, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-15, Run: 072, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 073, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 074, P, 151, 0, 0, 164, 0, 9, 2, 3, 1, 1, 11, 0, 2
INVAR-15, Run: 075, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 076, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 077, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 078, P, 148, 0, 0, 164, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-15, Run: 079, P, 155, 0, 0, 162, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-15, Run: 080, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 081, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 082, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 083, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 084, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 085, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 086, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 087, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 088, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 089, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 090, P, 152, 0, 0, 163, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-15, Run: 091, P, 157, 0, 0, 161, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-15, Run: 092, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 093, P, 152, 0, 0, 163, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-15, Run: 094, P, 152, 0, 0, 163, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-15, Run: 095, P, 149, 0, 0, 164, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-15, Run: 096, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-15, Run: 097, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 098, P, 154, 0, 0, 162, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-15, Run: 099, P, 152, 0, 0, 163, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-15, Run: 100, P, 151, 0, 0, 163, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-16, Run: 001, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 002, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 003, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 004, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 005, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 006, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 007, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 008, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 009, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 010, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 011, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 012, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 013, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 014, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 015, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 016, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 017, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 018, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 019, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 020, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 021, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 022, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 023, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 024, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 025, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 026, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 027, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 028, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 029, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 030, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 031, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 032, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 033, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 034, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 035, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 036, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 037, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 038, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 039, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 040, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 041, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 042, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 043, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 044, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 045, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 046, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 047, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 048, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 049, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 050, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 051, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 052, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 053, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 054, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 055, P, 0, 0, 5, 32, 5, 0, 0, 0, 3, 2, 0, 0, 0
INVAR-16, Run: 056, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 057, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 058, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 059, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 060, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 061, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 062, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 063, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 064, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 065, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 066, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 067, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 068, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 069, P, 0, 0, 5, 31, 5, 0, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 070, P, 0, 0, 5, 30, 5, 0, 0, 0, 5, 0, 0, 0, 0
