Input Number, Run_Number, Result@ 100, A2, F1, F2, A1, F1P, F2P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-11, Run: 057, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 058, F, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 059, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 060, F, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 061, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 062, F, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 063, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 064, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 065, F, 73, 0, 0, 91, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-11, Run: 066, F, 79, 0, 0, 89, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-11, Run: 067, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 068, F, 69, 0, 0, 92, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-11, Run: 069, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 070, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 071, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 072, F, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 073, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 074, F, 73, 0, 0, 91, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-11, Run: 075, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 076, F, 74, 0, 0, 91, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-11, Run: 077, F, 78, 0, 0, 90, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-11, Run: 078, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 079, P, 81, 0, 0, 88, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-11, Run: 080, F, 75, 0, 0, 91, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-11, Run: 081, F, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 082, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 083, F, 80, 0, 0, 89, 0, 3, 4, 1, 4, 0, 5, 2, 4
INVAR-11, Run: 084, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 085, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 086, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 087, F, 79, 0, 0, 89, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-11, Run: 088, F, 79, 0, 0, 89, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-11, Run: 089, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 090, F, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 091, F, 70, 0, 0, 92, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-11, Run: 092, F, 71, 0, 0, 92, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-11, Run: 093, F, 71, 0, 0, 92, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-11, Run: 094, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 095, F, 69, 0, 0, 92, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-11, Run: 096, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 097, F, 75, 0, 0, 91, 0, 6, 3, 2, 2, 1, 9, 0, 3
INVAR-11, Run: 098, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 099, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 100, F, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-12, Run: 001, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 002, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 003, F, 152, 0, 0, 170, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-12, Run: 004, F, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 005, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 006, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 007, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 008, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 009, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 010, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 011, F, 146, 0, 0, 172, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-12, Run: 012, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 013, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 014, F, 154, 0, 0, 170, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-12, Run: 015, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 016, P, 157, 0, 0, 168, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-12, Run: 017, F, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 018, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 019, F, 144, 0, 0, 173, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-12, Run: 020, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 021, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 022, F, 154, 0, 0, 170, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-12, Run: 023, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 024, F, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 025, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 026, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 027, F, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 028, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 029, F, 155, 0, 0, 169, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-12, Run: 030, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 031, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 032, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 033, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 034, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 035, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 036, P, 157, 0, 0, 168, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-12, Run: 037, F, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 038, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 039, F, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 040, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 041, F, 142, 0, 0, 173, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-12, Run: 042, F, 142, 0, 0, 173, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-12, Run: 043, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 044, F, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 045, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 046, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 047, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 048, F, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 049, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 050, F, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 051, F, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 052, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 053, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 054, F, 146, 0, 0, 172, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-12, Run: 055, F, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 056, F, 152, 0, 0, 170, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-12, Run: 057, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 058, F, 155, 0, 0, 169, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-12, Run: 059, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 060, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 061, F, 155, 0, 0, 169, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-12, Run: 062, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 063, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 064, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 065, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 066, F, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 067, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 068, F, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 069, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 070, F, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 071, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 072, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 073, F, 155, 0, 0, 169, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-12, Run: 074, F, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 075, F, 152, 0, 0, 170, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-12, Run: 076, F, 143, 0, 0, 173, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-12, Run: 077, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 078, F, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 079, F, 154, 0, 0, 170, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-12, Run: 080, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 081, F, 155, 0, 0, 169, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-12, Run: 082, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 083, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 084, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 085, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 086, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 087, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 088, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 089, F, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 090, F, 143, 0, 0, 173, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-12, Run: 091, F, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 092, F, 149, 0, 0, 172, 0, 9, 2, 3, 1, 1, 10, 1, 2
INVAR-12, Run: 093, P, 157, 0, 0, 168, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-12, Run: 094, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 095, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 096, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 097, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 098, F, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 099, F, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 100, F, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-13, Run: 001, F, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 002, F, 8, 0, 0, 13, 0, 3, 4, 1, 2, 2, 6, 1, 4
INVAR-13, Run: 003, F, 5, 0, 0, 12, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-13, Run: 004, F, 8, 0, 0, 12, 0, 3, 4, 1, 3, 1, 6, 1, 4
INVAR-13, Run: 005, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 006, F, 8, 0, 0, 12, 0, 3, 4, 1, 3, 1, 6, 1, 4
INVAR-13, Run: 007, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 008, F, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 009, F, 5, 0, 0, 12, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-13, Run: 010, F, 9, 0, 0, 12, 0, 6, 3, 2, 3, 0, 4, 5, 3
INVAR-13, Run: 011, F, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 012, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 013, F, 6, 0, 0, 13, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-13, Run: 014, F, 3, 0, 0, 13, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-13, Run: 015, F, 4, 0, 0, 13, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-13, Run: 016, F, 9, 0, 0, 11, 0, 3, 4, 1, 4, 0, 5, 2, 4
INVAR-13, Run: 017, F, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 018, F, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 019, F, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 020, F, 10, 0, 0, 11, 0, 3, 4, 1, 4, 0, 4, 3, 4
INVAR-13, Run: 021, F, 10, 0, 0, 11, 0, 3, 4, 1, 4, 0, 4, 3, 4
INVAR-13, Run: 022, F, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 023, F, 5, 0, 0, 14, 0, 12, 1, 4, 1, 0, 6, 7, 1
INVAR-13, Run: 024, F, 6, 0, 0, 13, 0, 6, 3, 2, 2, 1, 7, 2, 3
INVAR-13, Run: 025, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 026, F, 3, 0, 0, 14, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-13, Run: 027, F, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 028, F, 9, 0, 0, 12, 0, 6, 3, 2, 3, 0, 4, 5, 3
INVAR-13, Run: 029, F, 5, 0, 0, 12, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-13, Run: 030, F, 8, 0, 0, 13, 0, 9, 2, 3, 2, 0, 4, 7, 2
INVAR-13, Run: 031, F, 6, 0, 0, 13, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-13, Run: 032, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 033, F, 8, 0, 0, 12, 0, 6, 3, 2, 3, 0, 5, 4, 3
INVAR-13, Run: 034, F, 3, 0, 0, 14, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-13, Run: 035, F, 4, 0, 0, 13, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-13, Run: 036, F, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 037, F, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 038, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 039, F, 7, 0, 0, 11, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-13, Run: 040, F, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 041, F, 7, 0, 0, 12, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-13, Run: 042, F, 8, 0, 0, 12, 0, 6, 3, 2, 3, 0, 5, 4, 3
INVAR-13, Run: 043, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 044, F, 4, 0, 0, 14, 0, 12, 1, 4, 1, 0, 7, 6, 1
INVAR-13, Run: 045, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 046, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 047, F, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 048, F, 7, 0, 0, 13, 0, 6, 3, 2, 2, 1, 6, 3, 3
INVAR-13, Run: 049, F, 10, 0, 0, 12, 0, 3, 4, 1, 3, 1, 4, 3, 4
INVAR-13, Run: 050, F, 9, 0, 0, 12, 0, 3, 4, 1, 3, 1, 5, 2, 4
INVAR-13, Run: 051, F, 10, 0, 0, 12, 0, 6, 3, 2, 3, 0, 3, 6, 3
INVAR-13, Run: 052, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 053, F, 6, 0, 0, 13, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-13, Run: 054, F, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 055, F, 8, 0, 0, 12, 0, 6, 3, 2, 3, 0, 5, 4, 3
INVAR-13, Run: 056, F, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 057, F, 3, 0, 0, 13, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-13, Run: 058, F, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 059, F, 5, 0, 0, 14, 0, 12, 1, 4, 1, 0, 6, 7, 1
INVAR-13, Run: 060, F, 5, 0, 0, 12, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-13, Run: 061, F, 5, 0, 0, 12, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-13, Run: 062, F, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 063, F, 7, 0, 0, 13, 0, 9, 2, 3, 2, 0, 5, 6, 2
INVAR-13, Run: 064, F, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 065, F, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 066, F, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 067, F, 6, 0, 0, 14, 0, 12, 1, 4, 1, 0, 5, 8, 1
INVAR-13, Run: 068, F, 5, 0, 0, 13, 0, 6, 3, 2, 2, 1, 8, 1, 3
INVAR-13, Run: 069, F, 4, 0, 0, 14, 0, 12, 1, 4, 1, 0, 7, 6, 1
INVAR-13, Run: 070, F, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 071, F, 6, 0, 0, 13, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-13, Run: 072, F, 11, 0, 0, 11, 0, 3, 4, 1, 4, 0, 3, 4, 4
INVAR-13, Run: 073, F, 7, 0, 0, 13, 0, 9, 2, 3, 2, 0, 5, 6, 2
INVAR-13, Run: 074, P, 10, 0, 0, 10, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-13, Run: 075, F, 7, 0, 0, 11, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-13, Run: 076, F, 7, 0, 0, 13, 0, 6, 3, 2, 2, 1, 6, 3, 3
INVAR-13, Run: 077, F, 3, 0, 0, 13, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-13, Run: 078, F, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 079, F, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 080, F, 9, 0, 0, 13, 0, 6, 3, 2, 2, 1, 4, 5, 3
INVAR-13, Run: 081, F, 6, 0, 0, 13, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-13, Run: 082, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 083, F, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 084, F, 7, 0, 0, 13, 0, 9, 2, 3, 2, 0, 5, 6, 2
INVAR-13, Run: 085, F, 8, 0, 0, 12, 0, 6, 3, 2, 3, 0, 5, 4, 3
INVAR-13, Run: 086, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 087, F, 4, 0, 0, 13, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-13, Run: 088, F, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 089, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 090, F, 4, 0, 0, 13, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-13, Run: 091, F, 5, 0, 0, 14, 0, 12, 1, 4, 1, 0, 6, 7, 1
INVAR-13, Run: 092, F, 4, 0, 0, 12, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-13, Run: 093, F, 9, 0, 0, 11, 0, 3, 4, 1, 4, 0, 5, 2, 4
INVAR-13, Run: 094, F, 3, 0, 0, 14, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-13, Run: 095, F, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 096, F, 9, 0, 0, 11, 0, 3, 4, 1, 4, 0, 5, 2, 4
INVAR-13, Run: 097, F, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 098, F, 7, 0, 0, 11, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-13, Run: 099, F, 3, 0, 0, 14, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-13, Run: 100, F, 5, 0, 0, 14, 0, 12, 1, 4, 1, 0, 6, 7, 1
INVAR-14, Run: 001, P, 60, 0, 0, 76, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 002, F, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 003, F, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 004, F, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 005, F, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 006, F, 56, 0, 0, 78, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-14, Run: 007, F, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 008, F, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 009, P, 60, 0, 0, 76, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 010, F, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 011, F, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 012, F, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 013, F, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
