Input Number, Run_Number, Result@ 100, X, Y, Z, XP, YP, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-30, Run: 039, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 040, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 041, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 042, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 043, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 044, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 045, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 046, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 047, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 048, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 049, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 050, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 051, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 052, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 053, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 054, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 055, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 056, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 057, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 058, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 059, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 060, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 061, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 062, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 063, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 064, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 065, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 066, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 067, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 068, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 069, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 070, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 071, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 072, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 073, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 074, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 075, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 076, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 077, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 078, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 079, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 080, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 081, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 082, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 083, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 084, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 085, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 086, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 087, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 088, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 089, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 090, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 091, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 092, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 093, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 094, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 095, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 096, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 097, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 098, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 099, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-30, Run: 100, P, 0, 0, 101, 0, 101, 0, 0, 101, 0
INVAR-31, Run: 001, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 014, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 018, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 019, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 020, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 025, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 028, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 031, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 032, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 033, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 034, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 035, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 037, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 038, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 039, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 042, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 043, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 044, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 046, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 047, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 048, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 050, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 051, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 052, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 053, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 054, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 056, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 057, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 058, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 059, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 060, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 061, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 062, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 063, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 064, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 065, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 066, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 067, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 068, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 069, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 070, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 071, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 072, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 073, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 074, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 075, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 076, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 077, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 078, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 079, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 080, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 081, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 082, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 083, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 084, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 085, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 086, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 087, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 088, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 089, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 090, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 091, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 092, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 093, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 094, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 095, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 096, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 097, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 098, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 099, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 100, P, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-32, Run: 001, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 002, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 003, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 004, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 005, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 006, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 007, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 008, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 009, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 010, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 011, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 012, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 013, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 014, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 015, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 016, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 017, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 018, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 019, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 020, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 021, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 022, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 023, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 024, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 025, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 026, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 027, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 028, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 029, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 030, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 031, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 032, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 033, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 034, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 035, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 036, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 037, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 038, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 039, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 040, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 041, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 042, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 043, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 044, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 045, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 046, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 047, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 048, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 049, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 050, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 051, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 052, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 053, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 054, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 055, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 056, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 057, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 058, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 059, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 060, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 061, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 062, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 063, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 064, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 065, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 066, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 067, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 068, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 069, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 070, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 071, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 072, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 073, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 074, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 075, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 076, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 077, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 078, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 079, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 080, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 081, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 082, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 083, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 084, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 085, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 086, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 087, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 088, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 089, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 090, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 091, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 092, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 093, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 094, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 095, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 096, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 097, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 098, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 099, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-32, Run: 100, P, 0, 0, 50, 0, 50, 0, 0, 50, 0
INVAR-33, Run: 001, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 002, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 003, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 004, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 005, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 006, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 007, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 008, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 009, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 010, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 011, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 012, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 013, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 014, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 015, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 016, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 017, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 018, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 019, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 020, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 021, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 022, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 023, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 024, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 025, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 026, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 027, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 028, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 029, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 030, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 031, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 032, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 033, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 034, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 035, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 036, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 037, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 038, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 039, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 040, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 041, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 042, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 043, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 044, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 045, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 046, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 047, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 048, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 049, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 050, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 051, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 052, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 053, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 054, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 055, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 056, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 057, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 058, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 059, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 060, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 061, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 062, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 063, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 064, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 065, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 066, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 067, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 068, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
INVAR-33, Run: 069, P, 0, 0, 100, 0, 100, 0, 0, 100, 0
