Input Number, Run_Number, Result@ 100, Y, X, XP, Z, YP
INVAR-13, Run: 065, F, 0, 0, 0, 10, 5
INVAR-13, Run: 066, F, 0, 0, 0, 9, 4
INVAR-13, Run: 067, F, 0, 0, 0, 7, 2
INVAR-13, Run: 068, F, 0, 0, 0, 10, 5
INVAR-13, Run: 069, F, 0, 0, 0, 11, 6
INVAR-13, Run: 070, F, 0, 0, 0, 11, 6
INVAR-13, Run: 071, F, 0, 0, 0, 11, 6
INVAR-13, Run: 072, F, 0, 0, 0, 9, 4
INVAR-13, Run: 073, F, 0, 0, 0, 9, 4
INVAR-13, Run: 074, F, 0, 0, 0, 10, 5
INVAR-13, Run: 075, F, 0, 0, 0, 9, 4
INVAR-13, Run: 076, F, 0, 0, 0, 11, 6
INVAR-13, Run: 077, F, 0, 0, 0, 9, 4
INVAR-13, Run: 078, F, 0, 0, 0, 13, 8
INVAR-13, Run: 079, F, 0, 0, 0, 6, 1
INVAR-13, Run: 080, F, 0, 0, 0, 12, 7
INVAR-13, Run: 081, F, 0, 0, 0, 12, 7
INVAR-13, Run: 082, F, 0, 0, 0, 6, 1
INVAR-13, Run: 083, F, 0, 0, 0, 10, 5
INVAR-13, Run: 084, F, 0, 0, 0, 8, 3
INVAR-13, Run: 085, F, 0, 0, 0, 7, 2
INVAR-13, Run: 086, F, 0, 0, 0, 9, 4
INVAR-13, Run: 087, F, 0, 0, 0, 9, 4
INVAR-13, Run: 088, F, 0, 0, 0, 6, 1
INVAR-13, Run: 089, F, 0, 0, 0, 9, 4
INVAR-13, Run: 090, F, 0, 0, 0, 10, 5
INVAR-13, Run: 091, F, 0, 0, 0, 7, 2
INVAR-13, Run: 092, F, 0, 0, 0, 9, 4
INVAR-13, Run: 093, F, 0, 0, 0, 7, 2
INVAR-13, Run: 094, F, 0, 0, 0, 11, 6
INVAR-13, Run: 095, F, 0, 0, 0, 10, 5
INVAR-13, Run: 096, F, 0, 0, 0, 7, 2
INVAR-13, Run: 097, F, 0, 0, 0, 7, 2
INVAR-13, Run: 098, F, 0, 0, 0, 10, 5
INVAR-13, Run: 099, F, 0, 0, 0, 11, 6
INVAR-13, Run: 100, F, 0, 0, 0, 10, 5
INVAR-14, Run: 001, F, 0, 0, 52, 93, 0
INVAR-14, Run: 002, F, 0, 0, 57, 93, 0
INVAR-14, Run: 003, F, 0, 0, 58, 93, 0
INVAR-14, Run: 004, F, 0, 0, 51, 93, 0
INVAR-14, Run: 005, F, 0, 0, 50, 93, 0
INVAR-14, Run: 006, F, 0, 0, 50, 93, 0
INVAR-14, Run: 007, F, 0, 0, 55, 93, 0
INVAR-14, Run: 008, F, 0, 0, 42, 93, 0
INVAR-14, Run: 009, F, 0, 0, 50, 93, 0
INVAR-14, Run: 010, F, 0, 0, 47, 93, 0
INVAR-14, Run: 011, F, 0, 0, 42, 93, 0
INVAR-14, Run: 012, F, 0, 0, 45, 93, 0
INVAR-14, Run: 013, F, 0, 0, 48, 93, 0
INVAR-14, Run: 014, F, 0, 0, 49, 93, 0
INVAR-14, Run: 015, F, 0, 0, 54, 93, 0
INVAR-14, Run: 016, F, 0, 0, 49, 93, 0
INVAR-14, Run: 017, F, 0, 0, 45, 93, 0
INVAR-14, Run: 018, F, 0, 0, 52, 93, 0
INVAR-14, Run: 019, F, 0, 0, 54, 93, 0
INVAR-14, Run: 020, F, 0, 0, 49, 93, 0
INVAR-14, Run: 021, F, 0, 0, 43, 93, 0
INVAR-14, Run: 022, F, 0, 0, 54, 93, 0
INVAR-14, Run: 023, F, 0, 0, 48, 93, 0
INVAR-14, Run: 024, F, 0, 0, 62, 93, 0
INVAR-14, Run: 025, F, 0, 0, 59, 93, 0
INVAR-14, Run: 026, F, 0, 0, 55, 93, 0
INVAR-14, Run: 027, F, 0, 0, 59, 93, 0
INVAR-14, Run: 028, F, 0, 0, 57, 93, 0
INVAR-14, Run: 029, F, 0, 0, 40, 93, 0
INVAR-14, Run: 030, F, 0, 0, 51, 93, 0
INVAR-14, Run: 031, F, 0, 0, 53, 93, 0
INVAR-14, Run: 032, F, 0, 0, 43, 93, 0
INVAR-14, Run: 033, F, 0, 0, 51, 93, 0
INVAR-14, Run: 034, F, 0, 0, 51, 93, 0
INVAR-14, Run: 035, F, 0, 0, 47, 93, 0
INVAR-14, Run: 036, F, 0, 0, 52, 93, 0
INVAR-14, Run: 037, F, 0, 0, 46, 93, 0
INVAR-14, Run: 038, F, 0, 0, 47, 93, 0
INVAR-14, Run: 039, F, 0, 0, 50, 93, 0
INVAR-14, Run: 040, F, 0, 0, 44, 93, 0
INVAR-14, Run: 041, F, 0, 0, 50, 93, 0
INVAR-14, Run: 042, F, 0, 0, 55, 93, 0
INVAR-14, Run: 043, F, 0, 0, 52, 93, 0
INVAR-14, Run: 044, F, 0, 0, 53, 93, 0
INVAR-14, Run: 045, F, 0, 0, 45, 93, 0
INVAR-14, Run: 046, F, 0, 0, 41, 93, 0
INVAR-14, Run: 047, F, 0, 0, 49, 93, 0
INVAR-14, Run: 048, F, 0, 0, 54, 93, 0
INVAR-14, Run: 049, F, 0, 0, 48, 93, 0
INVAR-14, Run: 050, F, 0, 0, 51, 93, 0
INVAR-14, Run: 051, F, 0, 0, 51, 93, 0
INVAR-14, Run: 052, F, 0, 0, 55, 93, 0
INVAR-14, Run: 053, F, 0, 0, 51, 93, 0
INVAR-14, Run: 054, F, 0, 0, 40, 93, 0
INVAR-14, Run: 055, F, 0, 0, 53, 93, 0
INVAR-14, Run: 056, F, 0, 0, 43, 93, 0
INVAR-14, Run: 057, F, 0, 0, 50, 93, 0
INVAR-14, Run: 058, F, 0, 0, 51, 93, 0
INVAR-14, Run: 059, F, 0, 0, 56, 93, 0
INVAR-14, Run: 060, F, 0, 0, 48, 93, 0
INVAR-14, Run: 061, F, 0, 0, 51, 93, 0
INVAR-14, Run: 062, F, 0, 0, 58, 93, 0
INVAR-14, Run: 063, F, 0, 0, 48, 93, 0
INVAR-14, Run: 064, F, 0, 0, 50, 93, 0
INVAR-14, Run: 065, F, 0, 0, 52, 93, 0
INVAR-14, Run: 066, F, 0, 0, 51, 93, 0
INVAR-14, Run: 067, F, 0, 0, 57, 93, 0
INVAR-14, Run: 068, F, 0, 0, 48, 93, 0
INVAR-14, Run: 069, F, 0, 0, 53, 93, 0
INVAR-14, Run: 070, F, 0, 0, 53, 93, 0
INVAR-14, Run: 071, F, 0, 0, 52, 93, 0
INVAR-14, Run: 072, F, 0, 0, 45, 93, 0
INVAR-14, Run: 073, F, 0, 0, 44, 93, 0
INVAR-14, Run: 074, F, 0, 0, 49, 93, 0
INVAR-14, Run: 075, F, 0, 0, 52, 93, 0
INVAR-14, Run: 076, F, 0, 0, 50, 93, 0
INVAR-14, Run: 077, F, 0, 0, 48, 93, 0
INVAR-14, Run: 078, F, 0, 0, 45, 93, 0
INVAR-14, Run: 079, F, 0, 0, 51, 93, 0
INVAR-14, Run: 080, F, 0, 0, 50, 93, 0
INVAR-14, Run: 081, F, 0, 0, 52, 93, 0
INVAR-14, Run: 082, F, 0, 0, 54, 93, 0
INVAR-14, Run: 083, F, 0, 0, 47, 93, 0
INVAR-14, Run: 084, F, 0, 0, 50, 93, 0
INVAR-14, Run: 085, F, 0, 0, 50, 93, 0
INVAR-14, Run: 086, F, 0, 0, 45, 93, 0
INVAR-14, Run: 087, F, 0, 0, 49, 93, 0
INVAR-14, Run: 088, F, 0, 0, 54, 93, 0
INVAR-14, Run: 089, F, 0, 0, 45, 93, 0
INVAR-14, Run: 090, F, 0, 0, 58, 93, 0
INVAR-14, Run: 091, F, 0, 0, 49, 93, 0
INVAR-14, Run: 092, F, 0, 0, 50, 93, 0
INVAR-14, Run: 093, F, 0, 0, 53, 93, 0
INVAR-14, Run: 094, F, 0, 0, 45, 93, 0
INVAR-14, Run: 095, F, 0, 0, 57, 93, 0
INVAR-14, Run: 096, F, 0, 0, 53, 93, 0
INVAR-14, Run: 097, F, 0, 0, 44, 93, 0
INVAR-14, Run: 098, F, 0, 0, 54, 93, 0
INVAR-14, Run: 099, F, 0, 0, 47, 93, 0
INVAR-14, Run: 100, F, 0, 0, 51, 93, 0
INVAR-15, Run: 001, F, 0, 0, 87, 173, 0
INVAR-15, Run: 002, F, 0, 0, 92, 173, 0
INVAR-15, Run: 003, F, 0, 0, 85, 173, 0
INVAR-15, Run: 004, F, 0, 0, 83, 173, 0
INVAR-15, Run: 005, F, 0, 0, 100, 173, 0
INVAR-15, Run: 006, F, 0, 0, 89, 173, 0
INVAR-15, Run: 007, F, 0, 0, 92, 173, 0
INVAR-15, Run: 008, F, 0, 0, 79, 173, 0
INVAR-15, Run: 009, F, 0, 0, 91, 173, 0
INVAR-15, Run: 010, F, 0, 0, 78, 173, 0
INVAR-15, Run: 011, F, 0, 0, 86, 173, 0
INVAR-15, Run: 012, F, 0, 0, 88, 173, 0
INVAR-15, Run: 013, F, 0, 0, 92, 173, 0
INVAR-15, Run: 014, F, 0, 0, 86, 173, 0
INVAR-15, Run: 015, F, 0, 0, 98, 173, 0
INVAR-15, Run: 016, F, 0, 0, 89, 173, 0
INVAR-15, Run: 017, F, 0, 0, 96, 173, 0
INVAR-15, Run: 018, F, 0, 0, 87, 173, 0
INVAR-15, Run: 019, F, 0, 0, 104, 173, 0
INVAR-15, Run: 020, F, 0, 0, 109, 173, 0
INVAR-15, Run: 021, F, 0, 0, 102, 173, 0
INVAR-15, Run: 022, F, 0, 0, 92, 173, 0
INVAR-15, Run: 023, F, 0, 0, 101, 173, 0
INVAR-15, Run: 024, F, 0, 0, 105, 173, 0
INVAR-15, Run: 025, F, 0, 0, 93, 173, 0
INVAR-15, Run: 026, F, 0, 0, 86, 173, 0
INVAR-15, Run: 027, F, 0, 0, 82, 173, 0
INVAR-15, Run: 028, F, 0, 0, 84, 173, 0
INVAR-15, Run: 029, F, 0, 0, 103, 173, 0
INVAR-15, Run: 030, F, 0, 0, 103, 173, 0
INVAR-15, Run: 031, F, 0, 0, 93, 173, 0
INVAR-15, Run: 032, F, 0, 0, 93, 173, 0
INVAR-15, Run: 033, F, 0, 0, 92, 173, 0
INVAR-15, Run: 034, F, 0, 0, 98, 173, 0
INVAR-15, Run: 035, F, 0, 0, 91, 173, 0
INVAR-15, Run: 036, F, 0, 0, 87, 173, 0
INVAR-15, Run: 037, F, 0, 0, 88, 173, 0
INVAR-15, Run: 038, F, 0, 0, 82, 173, 0
INVAR-15, Run: 039, F, 0, 0, 79, 173, 0
INVAR-15, Run: 040, F, 0, 0, 97, 173, 0
INVAR-15, Run: 041, F, 0, 0, 93, 173, 0
INVAR-15, Run: 042, F, 0, 0, 87, 173, 0
INVAR-15, Run: 043, F, 0, 0, 91, 173, 0
INVAR-15, Run: 044, F, 0, 0, 83, 173, 0
INVAR-15, Run: 045, F, 0, 0, 103, 173, 0
INVAR-15, Run: 046, F, 0, 0, 90, 173, 0
INVAR-15, Run: 047, F, 0, 0, 94, 173, 0
INVAR-15, Run: 048, F, 0, 0, 97, 173, 0
INVAR-15, Run: 049, F, 0, 0, 97, 173, 0
INVAR-15, Run: 050, F, 0, 0, 94, 173, 0
INVAR-15, Run: 051, F, 0, 0, 77, 173, 0
INVAR-15, Run: 052, F, 0, 0, 96, 173, 0
INVAR-15, Run: 053, F, 0, 0, 84, 173, 0
INVAR-15, Run: 054, F, 0, 0, 89, 173, 0
INVAR-15, Run: 055, F, 0, 0, 96, 173, 0
INVAR-15, Run: 056, F, 0, 0, 83, 173, 0
INVAR-15, Run: 057, F, 0, 0, 84, 173, 0
INVAR-15, Run: 058, F, 0, 0, 93, 173, 0
INVAR-15, Run: 059, F, 0, 0, 92, 173, 0
INVAR-15, Run: 060, F, 0, 0, 87, 173, 0
INVAR-15, Run: 061, F, 0, 0, 90, 173, 0
INVAR-15, Run: 062, F, 0, 0, 81, 173, 0
INVAR-15, Run: 063, F, 0, 0, 95, 173, 0
INVAR-15, Run: 064, F, 0, 0, 98, 173, 0
INVAR-15, Run: 065, F, 0, 0, 85, 173, 0
INVAR-15, Run: 066, F, 0, 0, 86, 173, 0
INVAR-15, Run: 067, F, 0, 0, 92, 173, 0
INVAR-15, Run: 068, F, 0, 0, 90, 173, 0
INVAR-15, Run: 069, F, 0, 0, 95, 173, 0
INVAR-15, Run: 070, F, 0, 0, 99, 173, 0
INVAR-15, Run: 071, F, 0, 0, 100, 173, 0
INVAR-15, Run: 072, F, 0, 0, 82, 173, 0
INVAR-15, Run: 073, F, 0, 0, 90, 173, 0
INVAR-15, Run: 074, F, 0, 0, 87, 173, 0
INVAR-15, Run: 075, F, 0, 0, 83, 173, 0
INVAR-15, Run: 076, F, 0, 0, 100, 173, 0
INVAR-15, Run: 077, F, 0, 0, 86, 173, 0
INVAR-15, Run: 078, F, 0, 0, 91, 173, 0
INVAR-15, Run: 079, F, 0, 0, 84, 173, 0
INVAR-15, Run: 080, F, 0, 0, 100, 173, 0
INVAR-15, Run: 081, F, 0, 0, 81, 173, 0
INVAR-15, Run: 082, F, 0, 0, 100, 173, 0
INVAR-15, Run: 083, F, 0, 0, 88, 173, 0
INVAR-15, Run: 084, F, 0, 0, 99, 173, 0
INVAR-15, Run: 085, F, 0, 0, 91, 173, 0
INVAR-15, Run: 086, F, 0, 0, 97, 173, 0
INVAR-15, Run: 087, F, 0, 0, 91, 173, 0
INVAR-15, Run: 088, F, 0, 0, 93, 173, 0
INVAR-15, Run: 089, F, 0, 0, 97, 173, 0
INVAR-15, Run: 090, F, 0, 0, 94, 173, 0
INVAR-15, Run: 091, F, 0, 0, 88, 173, 0
INVAR-15, Run: 092, F, 0, 0, 92, 173, 0
INVAR-15, Run: 093, F, 0, 0, 91, 173, 0
INVAR-15, Run: 094, F, 0, 0, 102, 173, 0
INVAR-15, Run: 095, F, 0, 0, 88, 173, 0
INVAR-15, Run: 096, F, 0, 0, 97, 173, 0
INVAR-15, Run: 097, F, 0, 0, 88, 173, 0
INVAR-15, Run: 098, F, 0, 0, 101, 173, 0
INVAR-15, Run: 099, F, 0, 0, 99, 173, 0
INVAR-15, Run: 100, F, 0, 0, 94, 173, 0
INVAR-16, Run: 001, F, 0, 0, 5, 15, 0
INVAR-16, Run: 002, F, 0, 0, 5, 15, 0
INVAR-16, Run: 003, F, 0, 0, 6, 15, 0
INVAR-16, Run: 004, F, 0, 0, 11, 15, 0
INVAR-16, Run: 005, F, 0, 0, 6, 15, 0
INVAR-16, Run: 006, F, 0, 0, 8, 15, 0
INVAR-16, Run: 007, F, 0, 0, 7, 15, 0
INVAR-16, Run: 008, F, 0, 0, 7, 15, 0
INVAR-16, Run: 009, F, 0, 0, 9, 15, 0
INVAR-16, Run: 010, F, 0, 0, 7, 15, 0
INVAR-16, Run: 011, F, 0, 0, 7, 15, 0
INVAR-16, Run: 012, F, 0, 0, 7, 15, 0
INVAR-16, Run: 013, F, 0, 0, 7, 15, 0
INVAR-16, Run: 014, F, 0, 0, 11, 15, 0
INVAR-16, Run: 015, F, 0, 0, 7, 15, 0
INVAR-16, Run: 016, F, 0, 0, 5, 15, 0
INVAR-16, Run: 017, F, 0, 0, 12, 15, 0
INVAR-16, Run: 018, F, 0, 0, 6, 15, 0
INVAR-16, Run: 019, F, 0, 0, 6, 15, 0
INVAR-16, Run: 020, F, 0, 0, 9, 15, 0
INVAR-16, Run: 021, F, 0, 0, 7, 15, 0
INVAR-16, Run: 022, F, 0, 0, 6, 15, 0
INVAR-16, Run: 023, F, 0, 0, 6, 15, 0
INVAR-16, Run: 024, F, 0, 0, 9, 15, 0
INVAR-16, Run: 025, F, 0, 0, 6, 15, 0
INVAR-16, Run: 026, F, 0, 0, 8, 15, 0
INVAR-16, Run: 027, F, 0, 0, 3, 15, 0
INVAR-16, Run: 028, F, 0, 0, 4, 15, 0
INVAR-16, Run: 029, F, 0, 0, 6, 15, 0
INVAR-16, Run: 030, F, 0, 0, 11, 15, 0
INVAR-16, Run: 031, F, 0, 0, 8, 15, 0
INVAR-16, Run: 032, F, 0, 0, 5, 15, 0
INVAR-16, Run: 033, F, 0, 0, 7, 15, 0
INVAR-16, Run: 034, F, 0, 0, 3, 15, 0
INVAR-16, Run: 035, F, 0, 0, 7, 15, 0
INVAR-16, Run: 036, F, 0, 0, 7, 15, 0
INVAR-16, Run: 037, F, 0, 0, 11, 15, 0
INVAR-16, Run: 038, F, 0, 0, 10, 15, 0
INVAR-16, Run: 039, F, 0, 0, 4, 15, 0
INVAR-16, Run: 040, F, 0, 0, 10, 15, 0
INVAR-16, Run: 041, F, 0, 0, 8, 15, 0
INVAR-16, Run: 042, F, 0, 0, 7, 15, 0
INVAR-16, Run: 043, F, 0, 0, 9, 15, 0
INVAR-16, Run: 044, F, 0, 0, 7, 15, 0
INVAR-16, Run: 045, F, 0, 0, 10, 15, 0
INVAR-16, Run: 046, F, 0, 0, 7, 15, 0
INVAR-16, Run: 047, F, 0, 0, 6, 15, 0
INVAR-16, Run: 048, F, 0, 0, 7, 15, 0
INVAR-16, Run: 049, F, 0, 0, 8, 15, 0
INVAR-16, Run: 050, F, 0, 0, 11, 15, 0
INVAR-16, Run: 051, F, 0, 0, 4, 15, 0
INVAR-16, Run: 052, F, 0, 0, 6, 15, 0
INVAR-16, Run: 053, F, 0, 0, 8, 15, 0
INVAR-16, Run: 054, F, 0, 0, 7, 15, 0
INVAR-16, Run: 055, F, 0, 0, 8, 15, 0
INVAR-16, Run: 056, F, 0, 0, 7, 15, 0
INVAR-16, Run: 057, F, 0, 0, 7, 15, 0
INVAR-16, Run: 058, F, 0, 0, 6, 15, 0
INVAR-16, Run: 059, F, 0, 0, 9, 15, 0
INVAR-16, Run: 060, F, 0, 0, 9, 15, 0
INVAR-16, Run: 061, F, 0, 0, 8, 15, 0
INVAR-16, Run: 062, F, 0, 0, 7, 15, 0
INVAR-16, Run: 063, F, 0, 0, 7, 15, 0
INVAR-16, Run: 064, F, 0, 0, 8, 15, 0
INVAR-16, Run: 065, F, 0, 0, 6, 15, 0
INVAR-16, Run: 066, F, 0, 0, 8, 15, 0
INVAR-16, Run: 067, F, 0, 0, 9, 15, 0
INVAR-16, Run: 068, F, 0, 0, 10, 15, 0
INVAR-16, Run: 069, F, 0, 0, 9, 15, 0
INVAR-16, Run: 070, F, 0, 0, 9, 15, 0
INVAR-16, Run: 071, F, 0, 0, 6, 15, 0
INVAR-16, Run: 072, F, 0, 0, 6, 15, 0
INVAR-16, Run: 073, F, 0, 0, 9, 15, 0
INVAR-16, Run: 074, F, 0, 0, 8, 15, 0
INVAR-16, Run: 075, F, 0, 0, 8, 15, 0
INVAR-16, Run: 076, F, 0, 0, 6, 15, 0
INVAR-16, Run: 077, F, 0, 0, 7, 15, 0
INVAR-16, Run: 078, F, 0, 0, 9, 15, 0
INVAR-16, Run: 079, F, 0, 0, 7, 15, 0
INVAR-16, Run: 080, F, 0, 0, 9, 15, 0
INVAR-16, Run: 081, F, 0, 0, 8, 15, 0
INVAR-16, Run: 082, F, 0, 0, 9, 15, 0
INVAR-16, Run: 083, F, 0, 0, 6, 15, 0
INVAR-16, Run: 084, F, 0, 0, 7, 15, 0
INVAR-16, Run: 085, F, 0, 0, 7, 15, 0
INVAR-16, Run: 086, F, 0, 0, 8, 15, 0
INVAR-16, Run: 087, F, 0, 0, 8, 15, 0
INVAR-16, Run: 088, F, 0, 0, 9, 15, 0
INVAR-16, Run: 089, F, 0, 0, 6, 15, 0
INVAR-16, Run: 090, F, 0, 0, 13, 15, 0
INVAR-16, Run: 091, F, 0, 0, 7, 15, 0
INVAR-16, Run: 092, F, 0, 0, 7, 15, 0
INVAR-16, Run: 093, F, 0, 0, 8, 15, 0
INVAR-16, Run: 094, F, 0, 0, 6, 15, 0
INVAR-16, Run: 095, F, 0, 0, 11, 15, 0
INVAR-16, Run: 096, F, 0, 0, 8, 15, 0
INVAR-16, Run: 097, F, 0, 0, 10, 15, 0
INVAR-16, Run: 098, F, 0, 0, 10, 15, 0
INVAR-16, Run: 099, F, 0, 0, 7, 15, 0
INVAR-16, Run: 100, F, 0, 0, 6, 15, 0
INVAR-17, Run: 001, F, 0, 0, 51, 81, 0
INVAR-17, Run: 002, F, 0, 0, 58, 81, 0
INVAR-17, Run: 003, F, 0, 0, 50, 81, 0
INVAR-17, Run: 004, F, 0, 0, 48, 81, 0
INVAR-17, Run: 005, F, 0, 0, 46, 81, 0
INVAR-17, Run: 006, F, 0, 0, 48, 81, 0
INVAR-17, Run: 007, F, 0, 0, 54, 81, 0
INVAR-17, Run: 008, F, 0, 0, 50, 81, 0
INVAR-17, Run: 009, F, 0, 0, 43, 81, 0
INVAR-17, Run: 010, F, 0, 0, 47, 81, 0
INVAR-17, Run: 011, F, 0, 0, 49, 81, 0
INVAR-17, Run: 012, F, 0, 0, 53, 81, 0
INVAR-17, Run: 013, F, 0, 0, 46, 81, 0
INVAR-17, Run: 014, F, 0, 0, 46, 81, 0
INVAR-17, Run: 015, F, 0, 0, 52, 81, 0
INVAR-17, Run: 016, F, 0, 0, 46, 81, 0
INVAR-17, Run: 017, F, 0, 0, 45, 81, 0
INVAR-17, Run: 018, F, 0, 0, 53, 81, 0
INVAR-17, Run: 019, F, 0, 0, 54, 81, 0
INVAR-17, Run: 020, F, 0, 0, 50, 81, 0
INVAR-17, Run: 021, F, 0, 0, 55, 81, 0
INVAR-17, Run: 022, F, 0, 0, 47, 81, 0
INVAR-17, Run: 023, F, 0, 0, 57, 81, 0
INVAR-17, Run: 024, F, 0, 0, 49, 81, 0
INVAR-17, Run: 025, F, 0, 0, 58, 81, 0
INVAR-17, Run: 026, F, 0, 0, 52, 81, 0
INVAR-17, Run: 027, F, 0, 0, 49, 81, 0
INVAR-17, Run: 028, F, 0, 0, 51, 81, 0
INVAR-17, Run: 029, F, 0, 0, 51, 81, 0
INVAR-17, Run: 030, F, 0, 0, 46, 81, 0
INVAR-17, Run: 031, F, 0, 0, 48, 81, 0
INVAR-17, Run: 032, F, 0, 0, 49, 81, 0
INVAR-17, Run: 033, F, 0, 0, 44, 81, 0
INVAR-17, Run: 034, F, 0, 0, 52, 81, 0
INVAR-17, Run: 035, F, 0, 0, 48, 81, 0
INVAR-17, Run: 036, F, 0, 0, 49, 81, 0
INVAR-17, Run: 037, F, 0, 0, 46, 81, 0
INVAR-17, Run: 038, F, 0, 0, 53, 81, 0
INVAR-17, Run: 039, F, 0, 0, 50, 81, 0
INVAR-17, Run: 040, F, 0, 0, 50, 81, 0
INVAR-17, Run: 041, F, 0, 0, 47, 81, 0
INVAR-17, Run: 042, F, 0, 0, 48, 81, 0
INVAR-17, Run: 043, F, 0, 0, 42, 81, 0
INVAR-17, Run: 044, F, 0, 0, 48, 81, 0
INVAR-17, Run: 045, F, 0, 0, 47, 81, 0
INVAR-17, Run: 046, F, 0, 0, 46, 81, 0
INVAR-17, Run: 047, F, 0, 0, 45, 81, 0
INVAR-17, Run: 048, F, 0, 0, 48, 81, 0
INVAR-17, Run: 049, F, 0, 0, 44, 81, 0
INVAR-17, Run: 050, F, 0, 0, 51, 81, 0
INVAR-17, Run: 051, F, 0, 0, 45, 81, 0
INVAR-17, Run: 052, F, 0, 0, 49, 81, 0
INVAR-17, Run: 053, F, 0, 0, 42, 81, 0
INVAR-17, Run: 054, F, 0, 0, 51, 81, 0
INVAR-17, Run: 055, F, 0, 0, 50, 81, 0
INVAR-17, Run: 056, F, 0, 0, 53, 81, 0
INVAR-17, Run: 057, F, 0, 0, 52, 81, 0
INVAR-17, Run: 058, F, 0, 0, 50, 81, 0
INVAR-17, Run: 059, F, 0, 0, 54, 81, 0
INVAR-17, Run: 060, F, 0, 0, 49, 81, 0
INVAR-17, Run: 061, F, 0, 0, 51, 81, 0
INVAR-17, Run: 062, F, 0, 0, 48, 81, 0
INVAR-17, Run: 063, F, 0, 0, 54, 81, 0
INVAR-17, Run: 064, F, 0, 0, 46, 81, 0
INVAR-17, Run: 065, F, 0, 0, 47, 81, 0
INVAR-17, Run: 066, F, 0, 0, 49, 81, 0
INVAR-17, Run: 067, F, 0, 0, 37, 81, 0
INVAR-17, Run: 068, F, 0, 0, 47, 81, 0
INVAR-17, Run: 069, F, 0, 0, 49, 81, 0
INVAR-17, Run: 070, F, 0, 0, 51, 81, 0
INVAR-17, Run: 071, F, 0, 0, 56, 81, 0
INVAR-17, Run: 072, F, 0, 0, 52, 81, 0
INVAR-17, Run: 073, F, 0, 0, 45, 81, 0
INVAR-17, Run: 074, F, 0, 0, 48, 81, 0
INVAR-17, Run: 075, F, 0, 0, 50, 81, 0
INVAR-17, Run: 076, F, 0, 0, 46, 81, 0
INVAR-17, Run: 077, F, 0, 0, 46, 81, 0
INVAR-17, Run: 078, F, 0, 0, 48, 81, 0
INVAR-17, Run: 079, F, 0, 0, 46, 81, 0
INVAR-17, Run: 080, F, 0, 0, 51, 81, 0
INVAR-17, Run: 081, F, 0, 0, 53, 81, 0
INVAR-17, Run: 082, F, 0, 0, 54, 81, 0
INVAR-17, Run: 083, F, 0, 0, 51, 81, 0
INVAR-17, Run: 084, F, 0, 0, 54, 81, 0
INVAR-17, Run: 085, F, 0, 0, 53, 81, 0
INVAR-17, Run: 086, F, 0, 0, 51, 81, 0
INVAR-17, Run: 087, F, 0, 0, 45, 81, 0
INVAR-17, Run: 088, F, 0, 0, 52, 81, 0
INVAR-17, Run: 089, F, 0, 0, 46, 81, 0
INVAR-17, Run: 090, F, 0, 0, 43, 81, 0
INVAR-17, Run: 091, F, 0, 0, 40, 81, 0
INVAR-17, Run: 092, F, 0, 0, 49, 81, 0
INVAR-17, Run: 093, F, 0, 0, 44, 81, 0
INVAR-17, Run: 094, F, 0, 0, 53, 81, 0
INVAR-17, Run: 095, F, 0, 0, 51, 81, 0
INVAR-17, Run: 096, F, 0, 0, 48, 81, 0
INVAR-17, Run: 097, F, 0, 0, 46, 81, 0
INVAR-17, Run: 098, F, 0, 0, 43, 81, 0
INVAR-17, Run: 099, F, 0, 0, 51, 81, 0
INVAR-17, Run: 100, F, 0, 0, 47, 81, 0
INVAR-18, Run: 001, F, 0, 0, 80, 165, 0
INVAR-18, Run: 002, F, 0, 0, 89, 165, 0
INVAR-18, Run: 003, F, 0, 0, 96, 165, 0
INVAR-18, Run: 004, F, 0, 0, 76, 165, 0
INVAR-18, Run: 005, F, 0, 0, 85, 165, 0
INVAR-18, Run: 006, F, 0, 0, 97, 165, 0
INVAR-18, Run: 007, F, 0, 0, 79, 165, 0
INVAR-18, Run: 008, F, 0, 0, 67, 165, 0
INVAR-18, Run: 009, F, 0, 0, 81, 165, 0
INVAR-18, Run: 010, F, 0, 0, 88, 165, 0
INVAR-18, Run: 011, F, 0, 0, 79, 165, 0
INVAR-18, Run: 012, F, 0, 0, 77, 165, 0
INVAR-18, Run: 013, F, 0, 0, 80, 165, 0
INVAR-18, Run: 014, F, 0, 0, 97, 165, 0
INVAR-18, Run: 015, F, 0, 0, 81, 165, 0
INVAR-18, Run: 016, F, 0, 0, 89, 165, 0
INVAR-18, Run: 017, F, 0, 0, 85, 165, 0
INVAR-18, Run: 018, F, 0, 0, 81, 165, 0
INVAR-18, Run: 019, F, 0, 0, 72, 165, 0
INVAR-18, Run: 020, F, 0, 0, 84, 165, 0
INVAR-18, Run: 021, F, 0, 0, 80, 165, 0
INVAR-18, Run: 022, F, 0, 0, 85, 165, 0
INVAR-18, Run: 023, F, 0, 0, 85, 165, 0
INVAR-18, Run: 024, F, 0, 0, 86, 165, 0
INVAR-18, Run: 025, F, 0, 0, 73, 165, 0
INVAR-18, Run: 026, F, 0, 0, 93, 165, 0
INVAR-18, Run: 027, F, 0, 0, 84, 165, 0
INVAR-18, Run: 028, F, 0, 0, 82, 165, 0
INVAR-18, Run: 029, F, 0, 0, 69, 165, 0
