Input Number, Run_Number, Result@ 100, A2, F2P, F2, A1, F1, F1P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-14, Run: 014, P, 1, 0, 0, 76, 0, 0, 5, 30, 5, 0, 34, 1, 5
INVAR-14, Run: 015, P, 3, 0, 0, 76, 0, 0, 5, 29, 5, 0, 33, 1, 5
INVAR-14, Run: 016, P, 4, 0, 0, 76, 0, 0, 5, 28, 5, 0, 33, 0, 5
INVAR-14, Run: 017, P, 5, 0, 0, 76, 0, 0, 5, 28, 5, 0, 32, 1, 5
INVAR-14, Run: 018, P, 4, 0, 0, 76, 0, 0, 5, 28, 5, 0, 33, 0, 5
INVAR-14, Run: 019, P, 11, 0, 0, 76, 0, 0, 5, 25, 5, 0, 29, 1, 5
INVAR-14, Run: 020, P, 0, 0, 0, 76, 0, 0, 5, 30, 5, 0, 35, 0, 5
INVAR-14, Run: 021, P, 5, 0, 0, 76, 0, 0, 5, 28, 5, 0, 32, 1, 5
INVAR-14, Run: 022, P, 3, 0, 0, 76, 0, 0, 5, 29, 5, 0, 33, 1, 5
INVAR-14, Run: 023, P, 0, 0, 1, 76, 0, 1, 4, 31, 5, 0, 34, 1, 4
INVAR-14, Run: 024, P, 2, 0, 0, 76, 0, 0, 5, 29, 5, 0, 34, 0, 5
INVAR-14, Run: 025, P, 0, 0, 0, 76, 0, 0, 5, 30, 5, 0, 35, 0, 5
INVAR-14, Run: 026, P, 3, 0, 0, 77, 0, 0, 5, 29, 4, 1, 33, 1, 5
INVAR-14, Run: 027, P, 7, 0, 0, 76, 0, 0, 5, 27, 5, 0, 31, 1, 5
INVAR-14, Run: 028, P, 9, 0, 0, 76, 0, 0, 5, 26, 5, 0, 30, 1, 5
INVAR-14, Run: 029, P, 2, 0, 0, 76, 0, 0, 5, 29, 5, 0, 34, 0, 5
INVAR-14, Run: 030, P, 0, 0, 1, 77, 0, 1, 4, 31, 4, 1, 34, 1, 4
INVAR-14, Run: 031, P, 0, 0, 0, 76, 0, 0, 5, 30, 5, 0, 35, 0, 5
INVAR-14, Run: 032, P, 0, 0, 0, 77, 0, 0, 5, 31, 4, 1, 34, 2, 5
INVAR-14, Run: 033, P, 0, 0, 0, 76, 0, 0, 5, 30, 5, 0, 35, 0, 5
INVAR-14, Run: 034, P, 0, 0, 0, 76, 0, 0, 5, 30, 5, 0, 35, 0, 5
INVAR-14, Run: 035, P, 3, 0, 0, 77, 0, 0, 5, 29, 4, 1, 33, 1, 5
INVAR-14, Run: 036, P, 3, 0, 0, 77, 0, 0, 5, 29, 4, 1, 33, 1, 5
INVAR-14, Run: 037, P, 1, 0, 0, 76, 0, 0, 5, 32, 5, 0, 32, 5, 5
INVAR-14, Run: 038, P, 3, 0, 0, 77, 0, 0, 5, 29, 4, 1, 33, 1, 5
INVAR-14, Run: 039, P, 1, 0, 0, 76, 0, 0, 5, 30, 5, 0, 34, 1, 5
INVAR-14, Run: 040, P, 0, 0, 0, 76, 0, 0, 5, 30, 5, 0, 35, 0, 5
INVAR-14, Run: 041, P, 11, 0, 0, 76, 0, 0, 5, 25, 5, 0, 29, 1, 5
INVAR-14, Run: 042, P, 0, 0, 1, 76, 0, 1, 4, 31, 5, 0, 34, 1, 4
INVAR-14, Run: 043, P, 0, 0, 1, 76, 0, 1, 4, 32, 5, 0, 33, 3, 4
INVAR-14, Run: 044, P, 13, 0, 0, 76, 0, 0, 5, 25, 5, 0, 27, 3, 5
INVAR-14, Run: 045, P, 9, 0, 0, 76, 0, 0, 5, 26, 5, 0, 30, 1, 5
INVAR-14, Run: 046, P, 0, 0, 0, 76, 0, 0, 5, 31, 5, 0, 34, 2, 5
INVAR-14, Run: 047, P, 0, 0, 1, 76, 0, 1, 4, 32, 5, 0, 33, 3, 4
INVAR-14, Run: 048, P, 0, 0, 0, 76, 0, 0, 5, 30, 5, 0, 35, 0, 5
INVAR-14, Run: 049, P, 0, 0, 1, 76, 0, 1, 4, 31, 5, 0, 34, 1, 4
INVAR-14, Run: 050, P, 2, 0, 0, 77, 0, 0, 5, 29, 4, 1, 34, 0, 5
INVAR-14, Run: 051, P, 10, 0, 0, 76, 0, 0, 5, 26, 5, 0, 29, 2, 5
INVAR-14, Run: 052, P, 0, 0, 2, 76, 0, 2, 3, 31, 5, 0, 34, 0, 3
INVAR-14, Run: 053, P, 0, 0, 2, 76, 0, 2, 3, 32, 5, 0, 33, 2, 3
INVAR-14, Run: 054, P, 0, 0, 0, 76, 0, 0, 5, 32, 5, 0, 33, 4, 5
INVAR-14, Run: 055, P, 9, 0, 0, 76, 0, 0, 5, 26, 5, 0, 30, 1, 5
INVAR-14, Run: 056, P, 0, 0, 1, 76, 0, 1, 4, 32, 5, 0, 33, 3, 4
INVAR-14, Run: 057, P, 0, 0, 0, 76, 0, 0, 5, 30, 5, 0, 35, 0, 5
INVAR-14, Run: 058, P, 0, 0, 1, 76, 0, 1, 4, 32, 5, 0, 33, 3, 4
INVAR-14, Run: 059, P, 0, 0, 0, 76, 0, 0, 5, 30, 5, 0, 35, 0, 5
INVAR-14, Run: 060, P, 0, 0, 1, 76, 0, 1, 4, 31, 5, 0, 34, 1, 4
INVAR-14, Run: 061, P, 4, 0, 0, 76, 0, 0, 5, 28, 5, 0, 33, 0, 5
INVAR-14, Run: 062, P, 0, 0, 0, 76, 0, 0, 5, 30, 5, 0, 35, 0, 5
INVAR-14, Run: 063, P, 0, 0, 0, 76, 0, 0, 5, 32, 5, 0, 33, 4, 5
INVAR-14, Run: 064, P, 3, 0, 0, 76, 0, 0, 5, 29, 5, 0, 33, 1, 5
INVAR-14, Run: 065, P, 8, 0, 0, 76, 0, 0, 5, 26, 5, 0, 31, 0, 5
INVAR-14, Run: 066, P, 0, 0, 1, 76, 0, 1, 4, 32, 5, 0, 33, 3, 4
INVAR-14, Run: 067, P, 0, 0, 1, 76, 0, 1, 4, 31, 5, 0, 34, 1, 4
INVAR-14, Run: 068, P, 28, 0, 0, 76, 0, 0, 5, 16, 5, 0, 21, 0, 5
INVAR-14, Run: 069, P, 0, 0, 0, 76, 0, 0, 5, 31, 5, 0, 34, 2, 5
INVAR-14, Run: 070, P, 3, 0, 0, 76, 0, 0, 5, 29, 5, 0, 33, 1, 5
INVAR-14, Run: 071, P, 1, 0, 0, 76, 0, 0, 5, 30, 5, 0, 34, 1, 5
INVAR-14, Run: 072, P, 0, 0, 1, 76, 0, 1, 4, 31, 5, 0, 34, 1, 4
INVAR-14, Run: 073, P, 9, 0, 0, 76, 0, 0, 5, 26, 5, 0, 30, 1, 5
INVAR-14, Run: 074, P, 0, 0, 0, 76, 0, 0, 5, 31, 5, 0, 34, 2, 5
INVAR-14, Run: 075, P, 0, 0, 2, 76, 0, 2, 3, 32, 5, 0, 33, 2, 3
INVAR-14, Run: 076, P, 3, 0, 0, 76, 0, 0, 5, 29, 5, 0, 33, 1, 5
INVAR-14, Run: 077, P, 1, 0, 0, 76, 0, 0, 5, 30, 5, 0, 34, 1, 5
INVAR-14, Run: 078, P, 6, 0, 0, 76, 0, 0, 5, 28, 5, 0, 31, 2, 5
INVAR-14, Run: 079, P, 1, 0, 0, 76, 0, 0, 5, 32, 5, 0, 32, 5, 5
INVAR-14, Run: 080, P, 0, 0, 0, 78, 0, 0, 5, 31, 3, 2, 34, 2, 5
INVAR-14, Run: 081, P, 0, 0, 1, 76, 0, 1, 4, 31, 5, 0, 34, 1, 4
INVAR-14, Run: 082, P, 0, 0, 1, 76, 0, 1, 4, 32, 5, 0, 33, 3, 4
INVAR-14, Run: 083, P, 0, 0, 1, 76, 0, 1, 4, 31, 5, 0, 34, 1, 4
INVAR-14, Run: 084, P, 10, 0, 0, 76, 0, 0, 5, 25, 5, 0, 30, 0, 5
INVAR-14, Run: 085, P, 0, 0, 0, 77, 0, 0, 5, 31, 4, 1, 34, 2, 5
INVAR-14, Run: 086, P, 0, 0, 2, 76, 0, 2, 3, 31, 5, 0, 34, 0, 3
INVAR-14, Run: 087, P, 0, 0, 1, 76, 0, 1, 4, 32, 5, 0, 33, 3, 4
INVAR-14, Run: 088, P, 1, 0, 0, 78, 0, 0, 5, 30, 3, 2, 34, 1, 5
INVAR-14, Run: 089, P, 0, 0, 1, 77, 0, 1, 4, 31, 4, 1, 34, 1, 4
INVAR-14, Run: 090, P, 0, 0, 0, 76, 0, 0, 5, 30, 5, 0, 35, 0, 5
INVAR-14, Run: 091, P, 0, 0, 0, 76, 0, 0, 5, 31, 5, 0, 34, 2, 5
INVAR-14, Run: 092, P, 6, 0, 0, 76, 0, 0, 5, 28, 5, 0, 31, 2, 5
INVAR-14, Run: 093, P, 5, 0, 0, 76, 0, 0, 5, 28, 5, 0, 32, 1, 5
INVAR-14, Run: 094, P, 0, 0, 1, 76, 0, 1, 4, 32, 5, 0, 33, 3, 4
INVAR-14, Run: 095, P, 2, 0, 0, 76, 0, 0, 5, 29, 5, 0, 34, 0, 5
INVAR-14, Run: 096, P, 8, 0, 0, 76, 0, 0, 5, 26, 5, 0, 31, 0, 5
INVAR-14, Run: 097, P, 0, 0, 1, 76, 0, 1, 4, 32, 5, 0, 33, 3, 4
INVAR-14, Run: 098, P, 11, 0, 0, 76, 0, 0, 5, 25, 5, 0, 29, 1, 5
INVAR-14, Run: 099, P, 0, 0, 1, 76, 0, 1, 4, 31, 5, 0, 34, 1, 4
INVAR-14, Run: 100, P, 2, 0, 0, 76, 0, 0, 5, 29, 5, 0, 34, 0, 5
INVAR-15, Run: 001, P, 14, 0, 0, 160, 0, 0, 5, 73, 5, 0, 78, 0, 5
INVAR-15, Run: 002, P, 9, 0, 0, 160, 0, 0, 5, 76, 5, 0, 80, 1, 5
INVAR-15, Run: 003, P, 1, 0, 0, 160, 0, 0, 5, 82, 5, 0, 82, 5, 5
INVAR-15, Run: 004, P, 26, 0, 0, 160, 0, 0, 5, 67, 5, 0, 72, 0, 5
INVAR-15, Run: 005, P, 0, 0, 0, 160, 0, 0, 5, 80, 5, 0, 85, 0, 5
INVAR-15, Run: 006, P, 0, 0, 0, 160, 0, 0, 5, 80, 5, 0, 85, 0, 5
INVAR-15, Run: 007, P, 0, 0, 0, 160, 0, 0, 5, 80, 5, 0, 85, 0, 5
INVAR-15, Run: 008, P, 0, 0, 0, 160, 0, 0, 5, 81, 5, 0, 84, 2, 5
INVAR-15, Run: 009, P, 17, 0, 0, 160, 0, 0, 5, 72, 5, 0, 76, 1, 5
INVAR-15, Run: 010, P, 2, 0, 0, 160, 0, 0, 5, 79, 5, 0, 84, 0, 5
INVAR-15, Run: 011, P, 11, 0, 0, 160, 0, 0, 5, 75, 5, 0, 79, 1, 5
INVAR-15, Run: 012, P, 4, 0, 0, 160, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-15, Run: 013, P, 1, 0, 0, 160, 0, 0, 5, 80, 5, 0, 84, 1, 5
INVAR-15, Run: 014, P, 22, 0, 0, 160, 0, 0, 5, 69, 5, 0, 74, 0, 5
INVAR-15, Run: 015, P, 0, 0, 0, 160, 0, 0, 5, 80, 5, 0, 85, 0, 5
INVAR-15, Run: 016, P, 4, 0, 0, 160, 0, 0, 5, 79, 5, 0, 82, 2, 5
INVAR-15, Run: 017, P, 0, 0, 1, 160, 0, 1, 4, 81, 5, 0, 84, 1, 4
INVAR-15, Run: 018, P, 18, 0, 0, 160, 0, 0, 5, 71, 5, 0, 76, 0, 5
INVAR-15, Run: 019, P, 0, 0, 0, 160, 0, 0, 5, 81, 5, 0, 84, 2, 5
INVAR-15, Run: 020, P, 4, 0, 0, 160, 0, 0, 5, 79, 5, 0, 82, 2, 5
INVAR-15, Run: 021, P, 0, 0, 0, 160, 0, 0, 5, 82, 5, 0, 83, 4, 5
INVAR-15, Run: 022, P, 1, 0, 0, 160, 0, 0, 5, 80, 5, 0, 84, 1, 5
INVAR-15, Run: 023, P, 1, 0, 0, 160, 0, 0, 5, 80, 5, 0, 84, 1, 5
INVAR-15, Run: 024, P, 3, 0, 0, 160, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-15, Run: 025, P, 0, 0, 0, 160, 0, 0, 5, 80, 5, 0, 85, 0, 5
INVAR-15, Run: 026, P, 2, 0, 0, 160, 0, 0, 5, 80, 5, 0, 83, 2, 5
INVAR-15, Run: 027, P, 3, 0, 0, 160, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-15, Run: 028, P, 19, 0, 0, 160, 0, 0, 5, 71, 5, 0, 75, 1, 5
INVAR-15, Run: 029, P, 3, 0, 0, 160, 0, 0, 5, 81, 5, 0, 81, 5, 5
INVAR-15, Run: 030, P, 0, 0, 0, 160, 0, 0, 5, 80, 5, 0, 85, 0, 5
INVAR-15, Run: 031, P, 3, 0, 0, 160, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-15, Run: 032, P, 20, 0, 0, 160, 0, 0, 5, 70, 5, 0, 75, 0, 5
INVAR-15, Run: 033, P, 0, 0, 0, 160, 0, 0, 5, 80, 5, 0, 85, 0, 5
INVAR-15, Run: 034, P, 0, 0, 0, 160, 0, 0, 5, 82, 5, 0, 83, 4, 5
INVAR-15, Run: 035, P, 0, 0, 1, 160, 0, 1, 4, 81, 5, 0, 84, 1, 4
INVAR-15, Run: 036, P, 4, 0, 0, 160, 0, 0, 5, 79, 5, 0, 82, 2, 5
INVAR-15, Run: 037, P, 3, 0, 0, 160, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-15, Run: 038, P, 8, 0, 0, 160, 0, 0, 5, 76, 5, 0, 81, 0, 5
INVAR-15, Run: 039, P, 19, 0, 0, 160, 0, 0, 5, 72, 5, 0, 74, 3, 5
INVAR-15, Run: 040, P, 0, 0, 0, 160, 0, 0, 5, 82, 5, 0, 83, 4, 5
INVAR-15, Run: 041, P, 30, 0, 0, 160, 0, 0, 5, 65, 5, 0, 70, 0, 5
INVAR-15, Run: 042, P, 10, 0, 0, 160, 0, 0, 5, 76, 5, 0, 79, 2, 5
INVAR-15, Run: 043, P, 0, 0, 1, 160, 0, 1, 4, 81, 5, 0, 84, 1, 4
INVAR-15, Run: 044, P, 4, 0, 0, 160, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-15, Run: 045, P, 0, 0, 1, 160, 0, 1, 4, 82, 5, 0, 83, 3, 4
INVAR-15, Run: 046, P, 5, 0, 0, 160, 0, 0, 5, 78, 5, 0, 82, 1, 5
INVAR-15, Run: 047, P, 3, 0, 0, 160, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-15, Run: 048, P, 0, 0, 1, 161, 0, 1, 4, 82, 4, 1, 83, 3, 4
INVAR-15, Run: 049, P, 10, 0, 0, 160, 0, 0, 5, 75, 5, 0, 80, 0, 5
INVAR-15, Run: 050, P, 5, 0, 0, 160, 0, 0, 5, 78, 5, 0, 82, 1, 5
INVAR-15, Run: 051, P, 14, 0, 0, 160, 0, 0, 5, 73, 5, 0, 78, 0, 5
INVAR-15, Run: 052, P, 4, 0, 0, 160, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-15, Run: 053, P, 0, 0, 0, 160, 0, 0, 5, 81, 5, 0, 84, 2, 5
INVAR-15, Run: 054, P, 0, 0, 1, 160, 0, 1, 4, 82, 5, 0, 83, 3, 4
INVAR-15, Run: 055, P, 0, 0, 0, 160, 0, 0, 5, 82, 5, 0, 83, 4, 5
INVAR-15, Run: 056, P, 1, 0, 0, 160, 0, 0, 5, 80, 5, 0, 84, 1, 5
INVAR-15, Run: 057, P, 0, 0, 1, 160, 0, 1, 4, 82, 5, 0, 83, 3, 4
INVAR-15, Run: 058, P, 4, 0, 0, 160, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-15, Run: 059, P, 1, 0, 0, 160, 0, 0, 5, 80, 5, 0, 84, 1, 5
INVAR-15, Run: 060, P, 18, 0, 0, 160, 0, 0, 5, 71, 5, 0, 76, 0, 5
INVAR-15, Run: 061, P, 10, 0, 0, 160, 0, 0, 5, 75, 5, 0, 80, 0, 5
INVAR-15, Run: 062, P, 36, 0, 0, 160, 0, 0, 5, 62, 5, 0, 67, 0, 5
INVAR-15, Run: 063, P, 5, 0, 0, 160, 0, 0, 5, 80, 5, 0, 80, 5, 5
INVAR-15, Run: 064, P, 1, 0, 0, 161, 0, 0, 5, 81, 4, 1, 83, 3, 5
INVAR-15, Run: 065, P, 70, 0, 0, 160, 0, 0, 5, 45, 5, 0, 50, 0, 5
INVAR-15, Run: 066, P, 3, 0, 0, 160, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-15, Run: 067, P, 1, 0, 0, 160, 0, 0, 5, 81, 5, 0, 83, 3, 5
INVAR-15, Run: 068, P, 0, 0, 2, 160, 0, 2, 3, 84, 5, 0, 81, 6, 3
INVAR-15, Run: 069, P, 0, 0, 0, 160, 0, 0, 5, 82, 5, 0, 83, 4, 5
INVAR-15, Run: 070, P, 26, 0, 0, 160, 0, 0, 5, 67, 5, 0, 72, 0, 5
INVAR-15, Run: 071, P, 0, 0, 0, 160, 0, 0, 5, 80, 5, 0, 85, 0, 5
INVAR-15, Run: 072, P, 0, 0, 0, 160, 0, 0, 5, 81, 5, 0, 84, 2, 5
INVAR-15, Run: 073, P, 2, 0, 0, 160, 0, 0, 5, 80, 5, 0, 83, 2, 5
INVAR-15, Run: 074, P, 0, 0, 0, 160, 0, 0, 5, 80, 5, 0, 85, 0, 5
INVAR-15, Run: 075, P, 0, 0, 1, 160, 0, 1, 4, 81, 5, 0, 84, 1, 4
INVAR-15, Run: 076, P, 28, 0, 0, 160, 0, 0, 5, 66, 5, 0, 71, 0, 5
INVAR-15, Run: 077, P, 1, 0, 0, 160, 0, 0, 5, 81, 5, 0, 83, 3, 5
INVAR-15, Run: 078, P, 2, 0, 0, 160, 0, 0, 5, 81, 5, 0, 82, 4, 5
INVAR-15, Run: 079, P, 0, 0, 1, 160, 0, 1, 4, 82, 5, 0, 83, 3, 4
INVAR-15, Run: 080, P, 14, 0, 0, 160, 0, 0, 5, 73, 5, 0, 78, 0, 5
INVAR-15, Run: 081, P, 20, 0, 0, 160, 0, 0, 5, 72, 5, 0, 73, 4, 5
INVAR-15, Run: 082, P, 2, 0, 0, 160, 0, 0, 5, 79, 5, 0, 84, 0, 5
INVAR-15, Run: 083, P, 1, 0, 0, 160, 0, 0, 5, 80, 5, 0, 84, 1, 5
INVAR-15, Run: 084, P, 24, 0, 0, 160, 0, 0, 5, 70, 5, 0, 71, 4, 5
INVAR-15, Run: 085, P, 12, 0, 0, 160, 0, 0, 5, 74, 5, 0, 79, 0, 5
INVAR-15, Run: 086, P, 16, 0, 0, 160, 0, 0, 5, 72, 5, 0, 77, 0, 5
INVAR-15, Run: 087, P, 0, 0, 1, 160, 0, 1, 4, 83, 5, 0, 82, 5, 4
INVAR-15, Run: 088, P, 19, 0, 0, 160, 0, 0, 5, 72, 5, 0, 74, 3, 5
INVAR-15, Run: 089, P, 7, 0, 0, 160, 0, 0, 5, 78, 5, 0, 80, 3, 5
INVAR-15, Run: 090, P, 28, 0, 0, 160, 0, 0, 5, 67, 5, 0, 70, 2, 5
INVAR-15, Run: 091, P, 4, 0, 0, 160, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-15, Run: 092, P, 6, 0, 0, 160, 0, 0, 5, 78, 5, 0, 81, 2, 5
INVAR-15, Run: 093, P, 1, 0, 0, 160, 0, 0, 5, 80, 5, 0, 84, 1, 5
INVAR-15, Run: 094, P, 0, 0, 0, 160, 0, 0, 5, 81, 5, 0, 84, 2, 5
INVAR-15, Run: 095, P, 1, 0, 0, 160, 0, 0, 5, 80, 5, 0, 84, 1, 5
INVAR-15, Run: 096, P, 3, 0, 0, 160, 0, 0, 5, 81, 5, 0, 81, 5, 5
INVAR-15, Run: 097, P, 0, 0, 0, 160, 0, 0, 5, 81, 5, 0, 84, 2, 5
INVAR-15, Run: 098, P, 4, 0, 0, 160, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-15, Run: 099, P, 0, 0, 0, 160, 0, 0, 5, 81, 5, 0, 84, 2, 5
INVAR-15, Run: 100, P, 0, 0, 2, 160, 0, 2, 3, 82, 5, 0, 83, 2, 3
INVAR-16, Run: 001, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 002, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 003, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 004, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 005, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 006, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 007, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 008, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 009, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 010, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 011, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 012, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 013, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 014, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 015, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 016, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 017, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 018, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 019, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 020, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 021, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 022, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 023, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 024, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 025, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 026, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 027, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 028, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 029, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 030, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 031, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 032, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 033, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 034, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 035, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 036, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 037, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 038, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 039, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 040, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 041, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 042, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 043, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 044, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 045, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 046, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 047, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 048, P, 0, 0, 5, 32, 0, 5, 0, 0, 3, 2, 0, 0, 0
INVAR-16, Run: 049, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 050, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 051, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 052, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 053, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 054, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 055, P, 0, 0, 5, 32, 0, 5, 0, 0, 3, 2, 0, 0, 0
INVAR-16, Run: 056, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 057, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 058, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 059, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 060, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 061, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 062, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 063, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 064, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 065, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 066, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 067, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 068, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
INVAR-16, Run: 069, P, 0, 0, 5, 31, 0, 5, 0, 0, 4, 1, 0, 0, 0
INVAR-16, Run: 070, P, 0, 0, 5, 30, 0, 5, 0, 0, 5, 0, 0, 0, 0
