Input Number, Run_Number, Result@ 100, X1, X2, Y, Reaction1, Reaction2
INVAR-40, Run: 055, F, 100, 0, 71, 100, 29
INVAR-40, Run: 056, F, 101, 0, 69, 99, 30
INVAR-40, Run: 057, F, 104, 0, 63, 96, 33
INVAR-40, Run: 058, F, 102, 0, 67, 98, 31
INVAR-40, Run: 059, F, 100, 0, 71, 100, 29
INVAR-40, Run: 060, F, 100, 0, 71, 100, 29
INVAR-40, Run: 061, F, 103, 0, 65, 97, 32
INVAR-40, Run: 062, F, 102, 0, 67, 98, 31
INVAR-40, Run: 063, F, 101, 0, 69, 99, 30
INVAR-40, Run: 064, F, 99, 0, 73, 101, 28
INVAR-40, Run: 065, F, 101, 0, 69, 99, 30
INVAR-40, Run: 066, F, 105, 0, 61, 95, 34
INVAR-40, Run: 067, F, 102, 0, 67, 98, 31
INVAR-40, Run: 068, F, 99, 0, 73, 101, 28
INVAR-40, Run: 069, F, 97, 0, 77, 103, 26
INVAR-40, Run: 070, F, 95, 0, 81, 105, 24
INVAR-40, Run: 071, F, 104, 0, 63, 96, 33
INVAR-40, Run: 072, F, 97, 0, 77, 103, 26
INVAR-40, Run: 073, F, 99, 0, 73, 101, 28
INVAR-40, Run: 074, F, 104, 0, 63, 96, 33
INVAR-40, Run: 075, F, 96, 0, 79, 104, 25
INVAR-40, Run: 076, F, 100, 0, 71, 100, 29
INVAR-40, Run: 077, F, 103, 0, 65, 97, 32
INVAR-40, Run: 078, F, 105, 0, 61, 95, 34
INVAR-40, Run: 079, F, 101, 0, 69, 99, 30
INVAR-40, Run: 080, F, 101, 0, 69, 99, 30
INVAR-40, Run: 081, F, 105, 0, 61, 95, 34
INVAR-40, Run: 082, F, 99, 0, 73, 101, 28
INVAR-40, Run: 083, F, 102, 0, 67, 98, 31
INVAR-40, Run: 084, F, 105, 0, 61, 95, 34
INVAR-40, Run: 085, F, 100, 0, 71, 100, 29
INVAR-40, Run: 086, F, 103, 0, 65, 97, 32
INVAR-40, Run: 087, F, 105, 0, 61, 95, 34
INVAR-40, Run: 088, F, 104, 0, 63, 96, 33
INVAR-40, Run: 089, F, 101, 0, 69, 99, 30
INVAR-40, Run: 090, F, 102, 0, 67, 98, 31
INVAR-40, Run: 091, F, 96, 0, 79, 104, 25
INVAR-40, Run: 092, F, 99, 0, 73, 101, 28
INVAR-40, Run: 093, F, 102, 0, 67, 98, 31
INVAR-40, Run: 094, F, 103, 0, 65, 97, 32
INVAR-40, Run: 095, F, 104, 0, 63, 96, 33
INVAR-40, Run: 096, F, 108, 0, 55, 92, 37
INVAR-40, Run: 097, F, 102, 0, 67, 98, 31
INVAR-40, Run: 098, F, 94, 0, 83, 106, 23
INVAR-40, Run: 099, F, 102, 0, 67, 98, 31
INVAR-40, Run: 100, F, 103, 0, 65, 97, 32
INVAR-41, Run: 001, P, 50, 0, 0, 0, 0
INVAR-41, Run: 002, P, 50, 0, 0, 0, 0
INVAR-41, Run: 003, P, 50, 0, 0, 0, 0
INVAR-41, Run: 004, P, 50, 0, 0, 0, 0
INVAR-41, Run: 005, P, 50, 0, 0, 0, 0
INVAR-41, Run: 006, P, 50, 0, 0, 0, 0
INVAR-41, Run: 007, P, 50, 0, 0, 0, 0
INVAR-41, Run: 008, P, 50, 0, 0, 0, 0
INVAR-41, Run: 009, P, 50, 0, 0, 0, 0
INVAR-41, Run: 010, P, 50, 0, 0, 0, 0
INVAR-41, Run: 011, P, 50, 0, 0, 0, 0
INVAR-41, Run: 012, P, 50, 0, 0, 0, 0
INVAR-41, Run: 013, P, 50, 0, 0, 0, 0
INVAR-41, Run: 014, P, 50, 0, 0, 0, 0
INVAR-41, Run: 015, P, 50, 0, 0, 0, 0
INVAR-41, Run: 016, P, 50, 0, 0, 0, 0
INVAR-41, Run: 017, P, 50, 0, 0, 0, 0
INVAR-41, Run: 018, P, 50, 0, 0, 0, 0
INVAR-41, Run: 019, P, 50, 0, 0, 0, 0
INVAR-41, Run: 020, P, 50, 0, 0, 0, 0
INVAR-41, Run: 021, P, 50, 0, 0, 0, 0
INVAR-41, Run: 022, P, 50, 0, 0, 0, 0
INVAR-41, Run: 023, P, 50, 0, 0, 0, 0
INVAR-41, Run: 024, P, 50, 0, 0, 0, 0
INVAR-41, Run: 025, P, 50, 0, 0, 0, 0
INVAR-41, Run: 026, P, 50, 0, 0, 0, 0
INVAR-41, Run: 027, P, 50, 0, 0, 0, 0
INVAR-41, Run: 028, P, 50, 0, 0, 0, 0
INVAR-41, Run: 029, P, 50, 0, 0, 0, 0
INVAR-41, Run: 030, P, 50, 0, 0, 0, 0
INVAR-41, Run: 031, P, 50, 0, 0, 0, 0
INVAR-41, Run: 032, P, 50, 0, 0, 0, 0
INVAR-41, Run: 033, P, 50, 0, 0, 0, 0
INVAR-41, Run: 034, P, 50, 0, 0, 0, 0
INVAR-41, Run: 035, P, 50, 0, 0, 0, 0
INVAR-41, Run: 036, P, 50, 0, 0, 0, 0
INVAR-41, Run: 037, P, 50, 0, 0, 0, 0
INVAR-41, Run: 038, P, 50, 0, 0, 0, 0
INVAR-41, Run: 039, P, 50, 0, 0, 0, 0
INVAR-41, Run: 040, P, 50, 0, 0, 0, 0
INVAR-41, Run: 041, P, 50, 0, 0, 0, 0
INVAR-41, Run: 042, P, 50, 0, 0, 0, 0
INVAR-41, Run: 043, P, 50, 0, 0, 0, 0
INVAR-41, Run: 044, P, 50, 0, 0, 0, 0
INVAR-41, Run: 045, P, 50, 0, 0, 0, 0
INVAR-41, Run: 046, P, 50, 0, 0, 0, 0
INVAR-41, Run: 047, P, 50, 0, 0, 0, 0
INVAR-41, Run: 048, P, 50, 0, 0, 0, 0
INVAR-41, Run: 049, P, 50, 0, 0, 0, 0
INVAR-41, Run: 050, P, 50, 0, 0, 0, 0
INVAR-41, Run: 051, P, 50, 0, 0, 0, 0
INVAR-41, Run: 052, P, 50, 0, 0, 0, 0
INVAR-41, Run: 053, P, 50, 0, 0, 0, 0
INVAR-41, Run: 054, P, 50, 0, 0, 0, 0
INVAR-41, Run: 055, P, 50, 0, 0, 0, 0
INVAR-41, Run: 056, P, 50, 0, 0, 0, 0
INVAR-41, Run: 057, P, 50, 0, 0, 0, 0
INVAR-41, Run: 058, P, 50, 0, 0, 0, 0
INVAR-41, Run: 059, P, 50, 0, 0, 0, 0
INVAR-41, Run: 060, P, 50, 0, 0, 0, 0
INVAR-41, Run: 061, P, 50, 0, 0, 0, 0
INVAR-41, Run: 062, P, 50, 0, 0, 0, 0
INVAR-41, Run: 063, P, 50, 0, 0, 0, 0
INVAR-41, Run: 064, P, 50, 0, 0, 0, 0
INVAR-41, Run: 065, P, 50, 0, 0, 0, 0
INVAR-41, Run: 066, P, 50, 0, 0, 0, 0
INVAR-41, Run: 067, P, 50, 0, 0, 0, 0
INVAR-41, Run: 068, P, 50, 0, 0, 0, 0
INVAR-41, Run: 069, P, 50, 0, 0, 0, 0
INVAR-41, Run: 070, P, 50, 0, 0, 0, 0
INVAR-41, Run: 071, P, 50, 0, 0, 0, 0
INVAR-41, Run: 072, P, 50, 0, 0, 0, 0
INVAR-41, Run: 073, P, 50, 0, 0, 0, 0
INVAR-41, Run: 074, P, 50, 0, 0, 0, 0
INVAR-41, Run: 075, P, 50, 0, 0, 0, 0
INVAR-41, Run: 076, P, 50, 0, 0, 0, 0
INVAR-41, Run: 077, P, 50, 0, 0, 0, 0
INVAR-41, Run: 078, P, 50, 0, 0, 0, 0
INVAR-41, Run: 079, P, 50, 0, 0, 0, 0
INVAR-41, Run: 080, P, 50, 0, 0, 0, 0
INVAR-41, Run: 081, P, 50, 0, 0, 0, 0
INVAR-41, Run: 082, P, 50, 0, 0, 0, 0
INVAR-41, Run: 083, P, 50, 0, 0, 0, 0
INVAR-41, Run: 084, P, 50, 0, 0, 0, 0
INVAR-41, Run: 085, P, 50, 0, 0, 0, 0
INVAR-41, Run: 086, P, 50, 0, 0, 0, 0
INVAR-41, Run: 087, P, 50, 0, 0, 0, 0
INVAR-41, Run: 088, P, 50, 0, 0, 0, 0
INVAR-41, Run: 089, P, 50, 0, 0, 0, 0
INVAR-41, Run: 090, P, 50, 0, 0, 0, 0
INVAR-41, Run: 091, P, 50, 0, 0, 0, 0
INVAR-41, Run: 092, P, 50, 0, 0, 0, 0
INVAR-41, Run: 093, P, 50, 0, 0, 0, 0
INVAR-41, Run: 094, P, 50, 0, 0, 0, 0
INVAR-41, Run: 095, P, 50, 0, 0, 0, 0
INVAR-41, Run: 096, P, 50, 0, 0, 0, 0
INVAR-41, Run: 097, P, 50, 0, 0, 0, 0
INVAR-41, Run: 098, P, 50, 0, 0, 0, 0
INVAR-41, Run: 099, P, 50, 0, 0, 0, 0
INVAR-41, Run: 100, P, 50, 0, 0, 0, 0
INVAR-42, Run: 001, P, 100, 0, 0, 0, 0
INVAR-42, Run: 002, P, 100, 0, 0, 0, 0
INVAR-42, Run: 003, P, 100, 0, 0, 0, 0
INVAR-42, Run: 004, P, 100, 0, 0, 0, 0
INVAR-42, Run: 005, P, 100, 0, 0, 0, 0
INVAR-42, Run: 006, P, 100, 0, 0, 0, 0
INVAR-42, Run: 007, P, 100, 0, 0, 0, 0
INVAR-42, Run: 008, P, 100, 0, 0, 0, 0
INVAR-42, Run: 009, P, 100, 0, 0, 0, 0
INVAR-42, Run: 010, P, 100, 0, 0, 0, 0
INVAR-42, Run: 011, P, 100, 0, 0, 0, 0
INVAR-42, Run: 012, P, 100, 0, 0, 0, 0
INVAR-42, Run: 013, P, 100, 0, 0, 0, 0
INVAR-42, Run: 014, P, 100, 0, 0, 0, 0
INVAR-42, Run: 015, P, 100, 0, 0, 0, 0
INVAR-42, Run: 016, P, 100, 0, 0, 0, 0
INVAR-42, Run: 017, P, 100, 0, 0, 0, 0
INVAR-42, Run: 018, P, 100, 0, 0, 0, 0
INVAR-42, Run: 019, P, 100, 0, 0, 0, 0
INVAR-42, Run: 020, P, 100, 0, 0, 0, 0
INVAR-42, Run: 021, P, 100, 0, 0, 0, 0
INVAR-42, Run: 022, P, 100, 0, 0, 0, 0
INVAR-42, Run: 023, P, 100, 0, 0, 0, 0
INVAR-42, Run: 024, P, 100, 0, 0, 0, 0
INVAR-42, Run: 025, P, 100, 0, 0, 0, 0
INVAR-42, Run: 026, P, 100, 0, 0, 0, 0
INVAR-42, Run: 027, P, 100, 0, 0, 0, 0
INVAR-42, Run: 028, P, 100, 0, 0, 0, 0
INVAR-42, Run: 029, P, 100, 0, 0, 0, 0
INVAR-42, Run: 030, P, 100, 0, 0, 0, 0
INVAR-42, Run: 031, P, 100, 0, 0, 0, 0
INVAR-42, Run: 032, P, 100, 0, 0, 0, 0
INVAR-42, Run: 033, P, 100, 0, 0, 0, 0
INVAR-42, Run: 034, P, 100, 0, 0, 0, 0
INVAR-42, Run: 035, P, 100, 0, 0, 0, 0
INVAR-42, Run: 036, P, 100, 0, 0, 0, 0
INVAR-42, Run: 037, P, 100, 0, 0, 0, 0
INVAR-42, Run: 038, P, 100, 0, 0, 0, 0
INVAR-42, Run: 039, P, 100, 0, 0, 0, 0
INVAR-42, Run: 040, P, 100, 0, 0, 0, 0
INVAR-42, Run: 041, P, 100, 0, 0, 0, 0
INVAR-42, Run: 042, P, 100, 0, 0, 0, 0
INVAR-42, Run: 043, P, 100, 0, 0, 0, 0
INVAR-42, Run: 044, P, 100, 0, 0, 0, 0
INVAR-42, Run: 045, P, 100, 0, 0, 0, 0
INVAR-42, Run: 046, P, 100, 0, 0, 0, 0
INVAR-42, Run: 047, P, 100, 0, 0, 0, 0
INVAR-42, Run: 048, P, 100, 0, 0, 0, 0
INVAR-42, Run: 049, P, 100, 0, 0, 0, 0
INVAR-42, Run: 050, P, 100, 0, 0, 0, 0
INVAR-42, Run: 051, P, 100, 0, 0, 0, 0
INVAR-42, Run: 052, P, 100, 0, 0, 0, 0
INVAR-42, Run: 053, P, 100, 0, 0, 0, 0
INVAR-42, Run: 054, P, 100, 0, 0, 0, 0
INVAR-42, Run: 055, P, 100, 0, 0, 0, 0
INVAR-42, Run: 056, P, 100, 0, 0, 0, 0
INVAR-42, Run: 057, P, 100, 0, 0, 0, 0
INVAR-42, Run: 058, P, 100, 0, 0, 0, 0
INVAR-42, Run: 059, P, 100, 0, 0, 0, 0
INVAR-42, Run: 060, P, 100, 0, 0, 0, 0
INVAR-42, Run: 061, P, 100, 0, 0, 0, 0
INVAR-42, Run: 062, P, 100, 0, 0, 0, 0
INVAR-42, Run: 063, P, 100, 0, 0, 0, 0
INVAR-42, Run: 064, P, 100, 0, 0, 0, 0
INVAR-42, Run: 065, P, 100, 0, 0, 0, 0
INVAR-42, Run: 066, P, 100, 0, 0, 0, 0
INVAR-42, Run: 067, P, 100, 0, 0, 0, 0
INVAR-42, Run: 068, P, 100, 0, 0, 0, 0
INVAR-42, Run: 069, P, 100, 0, 0, 0, 0
INVAR-42, Run: 070, P, 100, 0, 0, 0, 0
INVAR-42, Run: 071, P, 100, 0, 0, 0, 0
INVAR-42, Run: 072, P, 100, 0, 0, 0, 0
INVAR-42, Run: 073, P, 100, 0, 0, 0, 0
INVAR-42, Run: 074, P, 100, 0, 0, 0, 0
INVAR-42, Run: 075, P, 100, 0, 0, 0, 0
INVAR-42, Run: 076, P, 100, 0, 0, 0, 0
INVAR-42, Run: 077, P, 100, 0, 0, 0, 0
INVAR-42, Run: 078, P, 100, 0, 0, 0, 0
INVAR-42, Run: 079, P, 100, 0, 0, 0, 0
INVAR-42, Run: 080, P, 100, 0, 0, 0, 0
INVAR-42, Run: 081, P, 100, 0, 0, 0, 0
INVAR-42, Run: 082, P, 100, 0, 0, 0, 0
INVAR-42, Run: 083, P, 100, 0, 0, 0, 0
INVAR-42, Run: 084, P, 100, 0, 0, 0, 0
INVAR-42, Run: 085, P, 100, 0, 0, 0, 0
INVAR-42, Run: 086, P, 100, 0, 0, 0, 0
INVAR-42, Run: 087, P, 100, 0, 0, 0, 0
INVAR-42, Run: 088, P, 100, 0, 0, 0, 0
INVAR-42, Run: 089, P, 100, 0, 0, 0, 0
INVAR-42, Run: 090, P, 100, 0, 0, 0, 0
INVAR-42, Run: 091, P, 100, 0, 0, 0, 0
INVAR-42, Run: 092, P, 100, 0, 0, 0, 0
INVAR-42, Run: 093, P, 100, 0, 0, 0, 0
INVAR-42, Run: 094, P, 100, 0, 0, 0, 0
INVAR-42, Run: 095, P, 100, 0, 0, 0, 0
INVAR-42, Run: 096, P, 100, 0, 0, 0, 0
INVAR-42, Run: 097, P, 100, 0, 0, 0, 0
INVAR-42, Run: 098, P, 100, 0, 0, 0, 0
INVAR-42, Run: 099, P, 100, 0, 0, 0, 0
INVAR-42, Run: 100, P, 100, 0, 0, 0, 0
INVAR-43, Run: 001, P, 200, 0, 0, 0, 0
INVAR-43, Run: 002, P, 200, 0, 0, 0, 0
INVAR-43, Run: 003, P, 200, 0, 0, 0, 0
INVAR-43, Run: 004, P, 200, 0, 0, 0, 0
INVAR-43, Run: 005, P, 200, 0, 0, 0, 0
INVAR-43, Run: 006, P, 200, 0, 0, 0, 0
INVAR-43, Run: 007, P, 200, 0, 0, 0, 0
INVAR-43, Run: 008, P, 200, 0, 0, 0, 0
INVAR-43, Run: 009, P, 200, 0, 0, 0, 0
INVAR-43, Run: 010, P, 200, 0, 0, 0, 0
INVAR-43, Run: 011, P, 200, 0, 0, 0, 0
INVAR-43, Run: 012, P, 200, 0, 0, 0, 0
INVAR-43, Run: 013, P, 200, 0, 0, 0, 0
INVAR-43, Run: 014, P, 200, 0, 0, 0, 0
INVAR-43, Run: 015, P, 200, 0, 0, 0, 0
INVAR-43, Run: 016, P, 200, 0, 0, 0, 0
INVAR-43, Run: 017, P, 200, 0, 0, 0, 0
INVAR-43, Run: 018, P, 200, 0, 0, 0, 0
INVAR-43, Run: 019, P, 200, 0, 0, 0, 0
INVAR-43, Run: 020, P, 200, 0, 0, 0, 0
INVAR-43, Run: 021, P, 200, 0, 0, 0, 0
INVAR-43, Run: 022, P, 200, 0, 0, 0, 0
INVAR-43, Run: 023, P, 200, 0, 0, 0, 0
INVAR-43, Run: 024, P, 200, 0, 0, 0, 0
INVAR-43, Run: 025, P, 200, 0, 0, 0, 0
INVAR-43, Run: 026, P, 200, 0, 0, 0, 0
INVAR-43, Run: 027, P, 200, 0, 0, 0, 0
INVAR-43, Run: 028, P, 200, 0, 0, 0, 0
INVAR-43, Run: 029, P, 200, 0, 0, 0, 0
INVAR-43, Run: 030, P, 200, 0, 0, 0, 0
INVAR-43, Run: 031, P, 200, 0, 0, 0, 0
INVAR-43, Run: 032, P, 200, 0, 0, 0, 0
INVAR-43, Run: 033, P, 200, 0, 0, 0, 0
INVAR-43, Run: 034, P, 200, 0, 0, 0, 0
INVAR-43, Run: 035, P, 200, 0, 0, 0, 0
INVAR-43, Run: 036, P, 200, 0, 0, 0, 0
INVAR-43, Run: 037, P, 200, 0, 0, 0, 0
INVAR-43, Run: 038, P, 200, 0, 0, 0, 0
INVAR-43, Run: 039, P, 200, 0, 0, 0, 0
INVAR-43, Run: 040, P, 200, 0, 0, 0, 0
INVAR-43, Run: 041, P, 200, 0, 0, 0, 0
INVAR-43, Run: 042, P, 200, 0, 0, 0, 0
INVAR-43, Run: 043, P, 200, 0, 0, 0, 0
INVAR-43, Run: 044, P, 200, 0, 0, 0, 0
INVAR-43, Run: 045, P, 200, 0, 0, 0, 0
INVAR-43, Run: 046, P, 200, 0, 0, 0, 0
INVAR-43, Run: 047, P, 200, 0, 0, 0, 0
INVAR-43, Run: 048, P, 200, 0, 0, 0, 0
INVAR-43, Run: 049, P, 200, 0, 0, 0, 0
INVAR-43, Run: 050, P, 200, 0, 0, 0, 0
INVAR-43, Run: 051, P, 200, 0, 0, 0, 0
INVAR-43, Run: 052, P, 200, 0, 0, 0, 0
INVAR-43, Run: 053, P, 200, 0, 0, 0, 0
INVAR-43, Run: 054, P, 200, 0, 0, 0, 0
INVAR-43, Run: 055, P, 200, 0, 0, 0, 0
INVAR-43, Run: 056, P, 200, 0, 0, 0, 0
INVAR-43, Run: 057, P, 200, 0, 0, 0, 0
INVAR-43, Run: 058, P, 200, 0, 0, 0, 0
INVAR-43, Run: 059, P, 200, 0, 0, 0, 0
INVAR-43, Run: 060, P, 200, 0, 0, 0, 0
INVAR-43, Run: 061, P, 200, 0, 0, 0, 0
INVAR-43, Run: 062, P, 200, 0, 0, 0, 0
INVAR-43, Run: 063, P, 200, 0, 0, 0, 0
INVAR-43, Run: 064, P, 200, 0, 0, 0, 0
INVAR-43, Run: 065, P, 200, 0, 0, 0, 0
INVAR-43, Run: 066, P, 200, 0, 0, 0, 0
INVAR-43, Run: 067, P, 200, 0, 0, 0, 0
INVAR-43, Run: 068, P, 200, 0, 0, 0, 0
INVAR-43, Run: 069, P, 200, 0, 0, 0, 0
INVAR-43, Run: 070, P, 200, 0, 0, 0, 0
INVAR-43, Run: 071, P, 200, 0, 0, 0, 0
INVAR-43, Run: 072, P, 200, 0, 0, 0, 0
INVAR-43, Run: 073, P, 200, 0, 0, 0, 0
INVAR-43, Run: 074, P, 200, 0, 0, 0, 0
INVAR-43, Run: 075, P, 200, 0, 0, 0, 0
INVAR-43, Run: 076, P, 200, 0, 0, 0, 0
INVAR-43, Run: 077, P, 200, 0, 0, 0, 0
INVAR-43, Run: 078, P, 200, 0, 0, 0, 0
INVAR-43, Run: 079, P, 200, 0, 0, 0, 0
INVAR-43, Run: 080, P, 200, 0, 0, 0, 0
INVAR-43, Run: 081, P, 200, 0, 0, 0, 0
INVAR-43, Run: 082, P, 200, 0, 0, 0, 0
INVAR-43, Run: 083, P, 200, 0, 0, 0, 0
INVAR-43, Run: 084, P, 200, 0, 0, 0, 0
INVAR-43, Run: 085, P, 200, 0, 0, 0, 0
INVAR-43, Run: 086, P, 200, 0, 0, 0, 0
INVAR-43, Run: 087, P, 200, 0, 0, 0, 0
INVAR-43, Run: 088, P, 200, 0, 0, 0, 0
INVAR-43, Run: 089, P, 200, 0, 0, 0, 0
INVAR-43, Run: 090, P, 200, 0, 0, 0, 0
INVAR-43, Run: 091, P, 200, 0, 0, 0, 0
INVAR-43, Run: 092, P, 200, 0, 0, 0, 0
INVAR-43, Run: 093, P, 200, 0, 0, 0, 0
INVAR-43, Run: 094, P, 200, 0, 0, 0, 0
INVAR-43, Run: 095, P, 200, 0, 0, 0, 0
INVAR-43, Run: 096, P, 200, 0, 0, 0, 0
INVAR-43, Run: 097, P, 200, 0, 0, 0, 0
INVAR-43, Run: 098, P, 200, 0, 0, 0, 0
INVAR-43, Run: 099, P, 200, 0, 0, 0, 0
INVAR-43, Run: 100, P, 200, 0, 0, 0, 0
INVAR-44, Run: 001, F, 13, 0, 24, 37, 13
INVAR-44, Run: 002, F, 16, 0, 18, 34, 16
INVAR-44, Run: 003, F, 15, 0, 20, 35, 15
INVAR-44, Run: 004, F, 16, 0, 18, 34, 16
INVAR-44, Run: 005, F, 13, 0, 24, 37, 13
INVAR-44, Run: 006, F, 19, 0, 12, 31, 19
INVAR-44, Run: 007, F, 17, 0, 16, 33, 17
INVAR-44, Run: 008, F, 15, 0, 20, 35, 15
INVAR-44, Run: 009, F, 17, 0, 16, 33, 17
INVAR-44, Run: 010, F, 18, 0, 14, 32, 18
INVAR-44, Run: 011, F, 16, 0, 18, 34, 16
INVAR-44, Run: 012, F, 16, 0, 18, 34, 16
INVAR-44, Run: 013, F, 14, 0, 22, 36, 14
INVAR-44, Run: 014, F, 15, 0, 20, 35, 15
INVAR-44, Run: 015, F, 17, 0, 16, 33, 17
INVAR-44, Run: 016, F, 18, 0, 14, 32, 18
INVAR-44, Run: 017, F, 18, 0, 14, 32, 18
INVAR-44, Run: 018, F, 16, 0, 18, 34, 16
INVAR-44, Run: 019, F, 12, 0, 26, 38, 12
INVAR-44, Run: 020, F, 17, 0, 16, 33, 17
INVAR-44, Run: 021, F, 16, 0, 18, 34, 16
INVAR-44, Run: 022, F, 20, 0, 10, 30, 20
INVAR-44, Run: 023, F, 15, 0, 20, 35, 15
INVAR-44, Run: 024, F, 17, 0, 16, 33, 17
INVAR-44, Run: 025, F, 17, 0, 16, 33, 17
INVAR-44, Run: 026, F, 16, 0, 18, 34, 16
INVAR-44, Run: 027, F, 12, 0, 26, 38, 12
INVAR-44, Run: 028, F, 16, 0, 18, 34, 16
INVAR-44, Run: 029, F, 15, 0, 20, 35, 15
INVAR-44, Run: 030, F, 16, 0, 18, 34, 16
INVAR-44, Run: 031, F, 18, 0, 14, 32, 18
INVAR-44, Run: 032, F, 18, 0, 14, 32, 18
INVAR-44, Run: 033, F, 16, 0, 18, 34, 16
INVAR-44, Run: 034, F, 14, 0, 22, 36, 14
INVAR-44, Run: 035, F, 15, 0, 20, 35, 15
INVAR-44, Run: 036, F, 17, 0, 16, 33, 17
INVAR-44, Run: 037, F, 15, 0, 20, 35, 15
INVAR-44, Run: 038, F, 14, 0, 22, 36, 14
INVAR-44, Run: 039, F, 15, 0, 20, 35, 15
INVAR-44, Run: 040, F, 15, 0, 20, 35, 15
INVAR-44, Run: 041, F, 15, 0, 20, 35, 15
INVAR-44, Run: 042, F, 17, 0, 16, 33, 17
INVAR-44, Run: 043, F, 13, 0, 24, 37, 13
INVAR-44, Run: 044, F, 16, 0, 18, 34, 16
INVAR-44, Run: 045, F, 15, 0, 20, 35, 15
INVAR-44, Run: 046, F, 15, 0, 20, 35, 15
INVAR-44, Run: 047, F, 16, 0, 18, 34, 16
INVAR-44, Run: 048, F, 19, 0, 12, 31, 19
INVAR-44, Run: 049, F, 15, 0, 20, 35, 15
INVAR-44, Run: 050, F, 13, 0, 24, 37, 13
INVAR-44, Run: 051, F, 18, 0, 14, 32, 18
INVAR-44, Run: 052, F, 19, 0, 12, 31, 19
INVAR-44, Run: 053, F, 15, 0, 20, 35, 15
INVAR-44, Run: 054, F, 17, 0, 16, 33, 17
INVAR-44, Run: 055, F, 18, 0, 14, 32, 18
INVAR-44, Run: 056, F, 17, 0, 16, 33, 17
INVAR-44, Run: 057, F, 11, 0, 28, 39, 11
INVAR-44, Run: 058, F, 18, 0, 14, 32, 18
INVAR-44, Run: 059, F, 16, 0, 18, 34, 16
INVAR-44, Run: 060, F, 14, 0, 22, 36, 14
INVAR-44, Run: 061, F, 16, 0, 18, 34, 16
INVAR-44, Run: 062, F, 15, 0, 20, 35, 15
INVAR-44, Run: 063, F, 15, 0, 20, 35, 15
INVAR-44, Run: 064, F, 13, 0, 24, 37, 13
INVAR-44, Run: 065, F, 18, 0, 14, 32, 18
INVAR-44, Run: 066, F, 17, 0, 16, 33, 17
INVAR-44, Run: 067, F, 17, 0, 16, 33, 17
INVAR-44, Run: 068, F, 16, 0, 18, 34, 16
INVAR-44, Run: 069, F, 16, 0, 18, 34, 16
INVAR-44, Run: 070, F, 17, 0, 16, 33, 17
INVAR-44, Run: 071, F, 16, 0, 18, 34, 16
INVAR-44, Run: 072, F, 15, 0, 20, 35, 15
INVAR-44, Run: 073, F, 16, 0, 18, 34, 16
INVAR-44, Run: 074, F, 18, 0, 14, 32, 18
INVAR-44, Run: 075, F, 14, 0, 22, 36, 14
INVAR-44, Run: 076, F, 16, 0, 18, 34, 16
INVAR-44, Run: 077, F, 15, 0, 20, 35, 15
INVAR-44, Run: 078, F, 15, 0, 20, 35, 15
INVAR-44, Run: 079, F, 15, 0, 20, 35, 15
INVAR-44, Run: 080, F, 15, 0, 20, 35, 15
INVAR-44, Run: 081, F, 15, 0, 20, 35, 15
INVAR-44, Run: 082, F, 16, 0, 18, 34, 16
INVAR-44, Run: 083, F, 17, 0, 16, 33, 17
INVAR-44, Run: 084, F, 15, 0, 20, 35, 15
INVAR-44, Run: 085, F, 18, 0, 14, 32, 18
INVAR-44, Run: 086, F, 15, 0, 20, 35, 15
INVAR-44, Run: 087, F, 18, 0, 14, 32, 18
INVAR-44, Run: 088, F, 18, 0, 14, 32, 18
INVAR-44, Run: 089, F, 15, 0, 20, 35, 15
INVAR-44, Run: 090, F, 16, 0, 18, 34, 16
INVAR-44, Run: 091, F, 16, 0, 18, 34, 16
INVAR-44, Run: 092, F, 18, 0, 14, 32, 18
INVAR-44, Run: 093, F, 17, 0, 16, 33, 17
INVAR-44, Run: 094, F, 14, 0, 22, 36, 14
INVAR-44, Run: 095, F, 14, 0, 22, 36, 14
INVAR-44, Run: 096, F, 17, 0, 16, 33, 17
INVAR-44, Run: 097, F, 15, 0, 20, 35, 15
INVAR-44, Run: 098, F, 17, 0, 16, 33, 17
INVAR-44, Run: 099, F, 15, 0, 20, 35, 15
INVAR-44, Run: 100, F, 12, 0, 26, 38, 12
INVAR-45, Run: 001, F, 33, 0, 34, 67, 33
INVAR-45, Run: 002, F, 29, 0, 42, 71, 29
INVAR-45, Run: 003, F, 33, 0, 34, 67, 33
INVAR-45, Run: 004, F, 35, 0, 30, 65, 35
INVAR-45, Run: 005, F, 30, 0, 40, 70, 30
INVAR-45, Run: 006, F, 32, 0, 36, 68, 32
INVAR-45, Run: 007, F, 33, 0, 34, 67, 33
INVAR-45, Run: 008, F, 24, 0, 52, 76, 24
INVAR-45, Run: 009, F, 35, 0, 30, 65, 35
INVAR-45, Run: 010, F, 32, 0, 36, 68, 32
INVAR-45, Run: 011, F, 33, 0, 34, 67, 33
INVAR-45, Run: 012, F, 34, 0, 32, 66, 34
INVAR-45, Run: 013, F, 33, 0, 34, 67, 33
INVAR-45, Run: 014, F, 30, 0, 40, 70, 30
INVAR-45, Run: 015, F, 32, 0, 36, 68, 32
INVAR-45, Run: 016, F, 35, 0, 30, 65, 35
INVAR-45, Run: 017, F, 32, 0, 36, 68, 32
INVAR-45, Run: 018, F, 27, 0, 46, 73, 27
INVAR-45, Run: 019, F, 30, 0, 40, 70, 30
