Input Number, Run_Number, Result@ 100, X, XP, Z, Y, YP, Reaction1, Reaction2, Reaction3
INVAR-41, Run: 070, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 071, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 072, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 073, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 074, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 075, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 076, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 077, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 078, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 079, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 080, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 081, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 082, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 083, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 084, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 085, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 086, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 087, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 088, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 089, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 090, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 091, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 092, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 093, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 094, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 095, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 096, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 097, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 098, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 099, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-41, Run: 100, P, 0, 50, 50, 0, 0, 50, 0, 0
INVAR-42, Run: 001, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 002, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 003, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 004, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 005, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 006, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 007, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 008, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 009, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 010, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 011, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 012, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 013, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 014, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 015, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 016, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 017, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 018, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 019, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 020, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 021, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 022, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 023, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 024, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 025, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 026, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 027, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 028, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 029, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 030, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 031, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 032, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 033, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 034, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 035, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 036, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 037, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 038, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 039, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 040, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 041, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 042, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 043, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 044, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 045, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 046, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 047, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 048, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 049, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 050, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 051, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 052, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 053, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 054, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 055, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 056, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 057, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 058, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 059, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 060, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 061, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 062, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 063, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 064, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 065, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 066, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 067, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 068, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 069, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 070, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 071, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 072, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 073, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 074, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 075, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 076, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 077, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 078, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 079, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 080, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 081, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 082, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 083, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 084, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 085, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 086, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 087, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 088, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 089, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 090, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 091, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 092, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 093, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 094, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 095, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 096, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 097, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 098, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 099, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-42, Run: 100, P, 0, 100, 100, 0, 0, 100, 0, 0
INVAR-43, Run: 001, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 002, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 003, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 004, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 005, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 006, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 007, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 008, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 009, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 010, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 011, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 012, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 013, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 014, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 015, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 016, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 017, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 018, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 019, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 020, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 021, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 022, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 023, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 024, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 025, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 026, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 027, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 028, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 029, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 030, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 031, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 032, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 033, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 034, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 035, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 036, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 037, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 038, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 039, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 040, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 041, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 042, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 043, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 044, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 045, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 046, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 047, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 048, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 049, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 050, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 051, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 052, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 053, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 054, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 055, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 056, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 057, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 058, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 059, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 060, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 061, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 062, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 063, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 064, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 065, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 066, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 067, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 068, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 069, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 070, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 071, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 072, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 073, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 074, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 075, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 076, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 077, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 078, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 079, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 080, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 081, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 082, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 083, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 084, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 085, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 086, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 087, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 088, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 089, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 090, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 091, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 092, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 093, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 094, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 095, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 096, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 097, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 098, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 099, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 100, P, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-44, Run: 001, P, 0, 50, 5027, 50, 0, 50, 4977, 0
INVAR-44, Run: 002, P, 0, 50, 4983, 50, 0, 50, 4933, 0
INVAR-44, Run: 003, P, 0, 50, 5024, 50, 0, 50, 4974, 0
INVAR-44, Run: 004, P, 0, 50, 4983, 50, 0, 50, 4933, 0
INVAR-44, Run: 005, P, 0, 50, 4984, 50, 0, 50, 4934, 0
INVAR-44, Run: 006, P, 0, 50, 5100, 50, 0, 50, 5050, 0
INVAR-44, Run: 007, P, 0, 50, 5018, 50, 0, 50, 4968, 0
INVAR-44, Run: 008, P, 0, 50, 5065, 50, 0, 50, 5015, 0
INVAR-44, Run: 009, P, 0, 50, 5097, 50, 0, 50, 5047, 0
INVAR-44, Run: 010, P, 0, 50, 5018, 50, 0, 50, 4968, 0
INVAR-44, Run: 011, P, 0, 50, 4854, 50, 0, 50, 4804, 0
INVAR-44, Run: 012, P, 0, 50, 5065, 50, 0, 50, 5015, 0
INVAR-44, Run: 013, P, 0, 50, 4978, 50, 0, 50, 4928, 0
INVAR-44, Run: 014, P, 0, 50, 4979, 50, 0, 50, 4929, 0
INVAR-44, Run: 015, P, 0, 50, 4992, 50, 0, 50, 4942, 0
INVAR-44, Run: 016, P, 0, 50, 5069, 50, 0, 50, 5019, 0
INVAR-44, Run: 017, P, 0, 50, 4902, 50, 0, 50, 4852, 0
INVAR-44, Run: 018, P, 0, 50, 5131, 50, 0, 50, 5081, 0
INVAR-44, Run: 019, P, 0, 50, 5126, 50, 0, 50, 5076, 0
INVAR-44, Run: 020, P, 0, 50, 5064, 50, 0, 50, 5014, 0
INVAR-44, Run: 021, P, 0, 50, 5045, 50, 0, 50, 4995, 0
INVAR-44, Run: 022, P, 0, 50, 4963, 50, 0, 50, 4913, 0
INVAR-44, Run: 023, P, 0, 50, 5102, 50, 0, 50, 5052, 0
INVAR-44, Run: 024, P, 0, 50, 5103, 50, 0, 50, 5053, 0
INVAR-44, Run: 025, P, 0, 50, 4949, 50, 0, 50, 4899, 0
INVAR-44, Run: 026, P, 0, 50, 4929, 50, 0, 50, 4879, 0
INVAR-44, Run: 027, P, 0, 50, 5058, 50, 0, 50, 5008, 0
INVAR-44, Run: 028, P, 0, 50, 5108, 50, 0, 50, 5058, 0
INVAR-44, Run: 029, P, 0, 50, 4991, 50, 0, 50, 4941, 0
INVAR-44, Run: 030, P, 0, 50, 5020, 50, 0, 50, 4970, 0
INVAR-44, Run: 031, P, 0, 50, 5052, 50, 0, 50, 5002, 0
INVAR-44, Run: 032, P, 0, 50, 5109, 50, 0, 50, 5059, 0
INVAR-44, Run: 033, P, 0, 50, 5020, 50, 0, 50, 4970, 0
INVAR-44, Run: 034, P, 0, 50, 4950, 50, 0, 50, 4900, 0
INVAR-44, Run: 035, P, 0, 50, 4944, 50, 0, 50, 4894, 0
INVAR-44, Run: 036, P, 0, 50, 5051, 50, 0, 50, 5001, 0
INVAR-44, Run: 037, P, 0, 50, 5122, 50, 0, 50, 5072, 0
INVAR-44, Run: 038, P, 0, 50, 5015, 50, 0, 50, 4965, 0
INVAR-44, Run: 039, P, 0, 50, 4939, 50, 0, 50, 4889, 0
INVAR-44, Run: 040, P, 0, 50, 5138, 50, 0, 50, 5088, 0
INVAR-44, Run: 041, P, 0, 50, 5022, 50, 0, 50, 4972, 0
INVAR-44, Run: 042, P, 0, 50, 4996, 50, 0, 50, 4946, 0
INVAR-44, Run: 043, P, 0, 50, 5184, 50, 0, 50, 5134, 0
INVAR-44, Run: 044, P, 0, 50, 5065, 50, 0, 50, 5015, 0
INVAR-44, Run: 045, P, 0, 50, 5165, 50, 0, 50, 5115, 0
INVAR-44, Run: 046, P, 0, 50, 5070, 50, 0, 50, 5020, 0
INVAR-44, Run: 047, P, 0, 50, 5119, 50, 0, 50, 5069, 0
INVAR-44, Run: 048, P, 0, 50, 5013, 50, 0, 50, 4963, 0
INVAR-44, Run: 049, P, 0, 50, 5088, 50, 0, 50, 5038, 0
INVAR-44, Run: 050, P, 0, 50, 5089, 50, 0, 50, 5039, 0
INVAR-44, Run: 051, P, 0, 50, 5026, 50, 0, 50, 4976, 0
INVAR-44, Run: 052, P, 0, 50, 5030, 50, 0, 50, 4980, 0
INVAR-44, Run: 053, P, 0, 50, 5071, 50, 0, 50, 5021, 0
INVAR-44, Run: 054, P, 0, 50, 5131, 50, 0, 50, 5081, 0
INVAR-44, Run: 055, P, 0, 50, 5008, 50, 0, 50, 4958, 0
INVAR-44, Run: 056, P, 0, 50, 5011, 50, 0, 50, 4961, 0
INVAR-44, Run: 057, P, 0, 50, 5118, 50, 0, 50, 5068, 0
INVAR-44, Run: 058, P, 0, 50, 5137, 50, 0, 50, 5087, 0
INVAR-44, Run: 059, P, 0, 50, 4971, 50, 0, 50, 4921, 0
INVAR-44, Run: 060, P, 0, 50, 5048, 50, 0, 50, 4998, 0
INVAR-44, Run: 061, P, 0, 50, 4921, 50, 0, 50, 4871, 0
INVAR-44, Run: 062, P, 0, 50, 5068, 50, 0, 50, 5018, 0
INVAR-44, Run: 063, P, 0, 50, 5214, 50, 0, 50, 5164, 0
INVAR-44, Run: 064, P, 0, 50, 5081, 50, 0, 50, 5031, 0
INVAR-44, Run: 065, P, 0, 50, 5078, 50, 0, 50, 5028, 0
INVAR-44, Run: 066, P, 0, 50, 5195, 50, 0, 50, 5145, 0
INVAR-44, Run: 067, P, 0, 50, 4935, 50, 0, 50, 4885, 0
INVAR-44, Run: 068, P, 0, 50, 5024, 50, 0, 50, 4974, 0
INVAR-44, Run: 069, P, 0, 50, 4977, 50, 0, 50, 4927, 0
INVAR-44, Run: 070, P, 0, 50, 5087, 50, 0, 50, 5037, 0
INVAR-44, Run: 071, P, 0, 50, 5087, 50, 0, 50, 5037, 0
INVAR-44, Run: 072, P, 0, 50, 5136, 50, 0, 50, 5086, 0
INVAR-44, Run: 073, P, 0, 50, 5000, 50, 0, 50, 4950, 0
INVAR-44, Run: 074, P, 0, 50, 4946, 50, 0, 50, 4896, 0
INVAR-44, Run: 075, P, 0, 50, 5084, 50, 0, 50, 5034, 0
INVAR-44, Run: 076, P, 0, 50, 4984, 50, 0, 50, 4934, 0
INVAR-44, Run: 077, P, 0, 50, 5112, 50, 0, 50, 5062, 0
INVAR-44, Run: 078, P, 0, 50, 4987, 50, 0, 50, 4937, 0
INVAR-44, Run: 079, P, 0, 50, 5034, 50, 0, 50, 4984, 0
INVAR-44, Run: 080, P, 0, 50, 5097, 50, 0, 50, 5047, 0
INVAR-44, Run: 081, P, 0, 50, 4943, 50, 0, 50, 4893, 0
INVAR-44, Run: 082, P, 0, 50, 5057, 50, 0, 50, 5007, 0
INVAR-44, Run: 083, P, 0, 50, 5014, 50, 0, 50, 4964, 0
INVAR-44, Run: 084, P, 0, 50, 5085, 50, 0, 50, 5035, 0
INVAR-44, Run: 085, P, 0, 50, 5161, 50, 0, 50, 5111, 0
INVAR-44, Run: 086, P, 0, 50, 5246, 50, 0, 50, 5196, 0
INVAR-44, Run: 087, P, 0, 50, 4995, 50, 0, 50, 4945, 0
INVAR-44, Run: 088, P, 0, 50, 5096, 50, 0, 50, 5046, 0
INVAR-44, Run: 089, P, 0, 50, 5099, 50, 0, 50, 5049, 0
INVAR-44, Run: 090, P, 0, 50, 5169, 50, 0, 50, 5119, 0
INVAR-44, Run: 091, P, 0, 50, 5052, 50, 0, 50, 5002, 0
INVAR-44, Run: 092, P, 0, 50, 5027, 50, 0, 50, 4977, 0
INVAR-44, Run: 093, P, 0, 50, 5006, 50, 0, 50, 4956, 0
INVAR-44, Run: 094, P, 0, 50, 5069, 50, 0, 50, 5019, 0
INVAR-44, Run: 095, P, 0, 50, 4999, 50, 0, 50, 4949, 0
INVAR-44, Run: 096, P, 0, 50, 5005, 50, 0, 50, 4955, 0
INVAR-44, Run: 097, P, 0, 50, 4944, 50, 0, 50, 4894, 0
INVAR-44, Run: 098, P, 0, 50, 5073, 50, 0, 50, 5023, 0
INVAR-44, Run: 099, P, 0, 50, 5037, 50, 0, 50, 4987, 0
INVAR-44, Run: 100, P, 0, 50, 5101, 50, 0, 50, 5051, 0
INVAR-45, Run: 001, P, 0, 100, 10041, 100, 0, 100, 9941, 0
INVAR-45, Run: 002, P, 0, 100, 9996, 100, 0, 100, 9896, 0
INVAR-45, Run: 003, P, 0, 100, 9953, 100, 0, 100, 9853, 0
INVAR-45, Run: 004, P, 0, 100, 10104, 100, 0, 100, 10004, 0
INVAR-45, Run: 005, P, 0, 100, 10087, 100, 0, 100, 9987, 0
INVAR-45, Run: 006, P, 0, 100, 10264, 100, 0, 100, 10164, 0
INVAR-45, Run: 007, P, 0, 100, 10023, 100, 0, 100, 9923, 0
INVAR-45, Run: 008, P, 0, 100, 10023, 100, 0, 100, 9923, 0
INVAR-45, Run: 009, P, 0, 100, 10125, 100, 0, 100, 10025, 0
INVAR-45, Run: 010, P, 0, 100, 9997, 100, 0, 100, 9897, 0
INVAR-45, Run: 011, P, 0, 100, 9927, 100, 0, 100, 9827, 0
INVAR-45, Run: 012, P, 0, 100, 10056, 100, 0, 100, 9956, 0
INVAR-45, Run: 013, P, 0, 100, 10003, 100, 0, 100, 9903, 0
INVAR-45, Run: 014, P, 0, 100, 10289, 100, 0, 100, 10189, 0
INVAR-45, Run: 015, P, 0, 100, 10136, 100, 0, 100, 10036, 0
INVAR-45, Run: 016, P, 0, 100, 10267, 100, 0, 100, 10167, 0
INVAR-45, Run: 017, P, 0, 100, 9962, 100, 0, 100, 9862, 0
INVAR-45, Run: 018, P, 0, 100, 10142, 100, 0, 100, 10042, 0
INVAR-45, Run: 019, P, 0, 100, 10083, 100, 0, 100, 9983, 0
INVAR-45, Run: 020, P, 0, 100, 9992, 100, 0, 100, 9892, 0
