Input Number, Run_Number, Result@ 100, YP, X, Z, XP, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-43, Run: 057, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 058, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 059, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 060, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 061, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 062, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 063, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 064, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 065, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 066, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 067, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 068, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 069, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 070, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 071, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 072, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 073, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 074, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 075, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 076, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 077, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 078, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 079, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 080, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 081, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 082, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 083, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 084, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 085, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 086, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 087, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 088, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 089, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 090, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 091, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 092, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 093, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 094, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 095, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 096, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 097, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 098, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 099, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-43, Run: 100, P, 0, 0, 200, 200, 0, 0, 200, 0, 0
INVAR-44, Run: 001, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 002, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 003, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 004, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 005, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 006, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 007, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 008, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 009, P, 0, 0, 50, 0, 0, 0, 50, 50, 50
INVAR-44, Run: 010, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 011, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 012, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 013, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 014, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 015, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 016, F, 0, 0, 62, 8, 0, 4, 54, 50, 46
INVAR-44, Run: 017, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 018, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 019, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 020, F, 0, 0, 65, 10, 0, 5, 55, 50, 45
INVAR-44, Run: 021, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 022, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 023, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 024, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 025, F, 0, 0, 62, 8, 0, 4, 54, 50, 46
INVAR-44, Run: 026, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 027, F, 0, 0, 62, 8, 0, 4, 54, 50, 46
INVAR-44, Run: 028, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 029, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 030, F, 0, 0, 65, 10, 0, 5, 55, 50, 45
INVAR-44, Run: 031, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 032, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 033, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 034, F, 0, 0, 62, 8, 0, 4, 54, 50, 46
INVAR-44, Run: 035, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 036, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 037, F, 0, 0, 62, 8, 0, 4, 54, 50, 46
INVAR-44, Run: 038, P, 0, 0, 50, 0, 0, 0, 50, 50, 50
INVAR-44, Run: 039, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 040, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 041, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 042, F, 0, 0, 62, 8, 0, 4, 54, 50, 46
INVAR-44, Run: 043, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 044, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 045, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 046, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 047, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 048, F, 0, 0, 65, 10, 0, 5, 55, 50, 45
INVAR-44, Run: 049, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 050, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 051, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 052, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 053, F, 0, 0, 62, 8, 0, 4, 54, 50, 46
INVAR-44, Run: 054, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 055, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 056, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 057, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 058, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 059, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 060, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 061, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 062, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 063, P, 0, 0, 50, 0, 0, 0, 50, 50, 50
INVAR-44, Run: 064, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 065, P, 0, 0, 50, 0, 0, 0, 50, 50, 50
INVAR-44, Run: 066, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 067, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 068, P, 0, 0, 50, 0, 0, 0, 50, 50, 50
INVAR-44, Run: 069, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 070, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 071, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 072, F, 0, 0, 65, 10, 0, 5, 55, 50, 45
INVAR-44, Run: 073, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 074, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 075, F, 0, 0, 71, 14, 0, 7, 57, 50, 43
INVAR-44, Run: 076, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 077, P, 0, 0, 50, 0, 0, 0, 50, 50, 50
INVAR-44, Run: 078, F, 0, 0, 65, 10, 0, 5, 55, 50, 45
INVAR-44, Run: 079, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 080, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 081, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 082, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 083, F, 0, 0, 71, 14, 0, 7, 57, 50, 43
INVAR-44, Run: 084, F, 0, 0, 71, 14, 0, 7, 57, 50, 43
INVAR-44, Run: 085, F, 0, 0, 65, 10, 0, 5, 55, 50, 45
INVAR-44, Run: 086, P, 0, 0, 50, 0, 0, 0, 50, 50, 50
INVAR-44, Run: 087, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 088, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 089, P, 0, 0, 50, 0, 0, 0, 50, 50, 50
INVAR-44, Run: 090, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 091, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 092, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 093, F, 0, 0, 56, 4, 0, 2, 52, 50, 48
INVAR-44, Run: 094, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 095, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 096, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 097, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 098, F, 0, 0, 53, 2, 0, 1, 51, 50, 49
INVAR-44, Run: 099, F, 0, 0, 59, 6, 0, 3, 53, 50, 47
INVAR-44, Run: 100, P, 0, 0, 50, 0, 0, 0, 50, 50, 50
INVAR-45, Run: 001, F, 0, 0, 121, 14, 0, 7, 107, 100, 93
INVAR-45, Run: 002, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 003, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 004, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 005, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 006, F, 0, 0, 115, 10, 0, 5, 105, 100, 95
INVAR-45, Run: 007, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 008, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 009, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 010, F, 0, 0, 124, 16, 0, 8, 108, 100, 92
INVAR-45, Run: 011, F, 0, 0, 115, 10, 0, 5, 105, 100, 95
INVAR-45, Run: 012, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 013, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 014, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 015, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 016, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 017, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 018, F, 0, 0, 124, 16, 0, 8, 108, 100, 92
INVAR-45, Run: 019, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 020, F, 0, 0, 115, 10, 0, 5, 105, 100, 95
INVAR-45, Run: 021, F, 0, 0, 121, 14, 0, 7, 107, 100, 93
INVAR-45, Run: 022, F, 0, 0, 115, 10, 0, 5, 105, 100, 95
INVAR-45, Run: 023, F, 0, 0, 118, 12, 0, 6, 106, 100, 94
INVAR-45, Run: 024, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 025, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 026, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 027, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 028, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 029, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 030, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 031, F, 0, 0, 124, 16, 0, 8, 108, 100, 92
INVAR-45, Run: 032, F, 0, 0, 121, 14, 0, 7, 107, 100, 93
INVAR-45, Run: 033, F, 0, 0, 115, 10, 0, 5, 105, 100, 95
INVAR-45, Run: 034, P, 0, 0, 100, 0, 0, 0, 100, 100, 100
INVAR-45, Run: 035, F, 0, 0, 121, 14, 0, 7, 107, 100, 93
INVAR-45, Run: 036, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 037, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 038, F, 0, 0, 115, 10, 0, 5, 105, 100, 95
INVAR-45, Run: 039, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 040, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 041, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 042, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 043, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 044, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 045, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 046, F, 0, 0, 124, 16, 0, 8, 108, 100, 92
INVAR-45, Run: 047, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 048, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 049, P, 0, 0, 100, 0, 0, 0, 100, 100, 100
INVAR-45, Run: 050, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 051, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 052, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 053, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 054, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 055, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 056, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 057, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 058, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 059, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 060, F, 0, 0, 118, 12, 0, 6, 106, 100, 94
INVAR-45, Run: 061, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 062, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 063, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 064, F, 0, 0, 118, 12, 0, 6, 106, 100, 94
INVAR-45, Run: 065, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 066, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 067, F, 0, 0, 118, 12, 0, 6, 106, 100, 94
INVAR-45, Run: 068, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 069, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 070, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 071, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 072, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 073, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 074, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 075, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 076, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 077, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 078, F, 0, 0, 118, 12, 0, 6, 106, 100, 94
INVAR-45, Run: 079, F, 0, 0, 118, 12, 0, 6, 106, 100, 94
INVAR-45, Run: 080, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 081, F, 0, 0, 127, 18, 0, 9, 109, 100, 91
INVAR-45, Run: 082, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 083, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 084, F, 0, 0, 118, 12, 0, 6, 106, 100, 94
INVAR-45, Run: 085, F, 0, 0, 115, 10, 0, 5, 105, 100, 95
INVAR-45, Run: 086, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 087, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 088, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 089, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 090, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 091, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 092, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 093, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 094, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 095, F, 0, 0, 106, 4, 0, 2, 102, 100, 98
INVAR-45, Run: 096, F, 0, 0, 121, 14, 0, 7, 107, 100, 93
INVAR-45, Run: 097, F, 0, 0, 112, 8, 0, 4, 104, 100, 96
INVAR-45, Run: 098, F, 0, 0, 109, 6, 0, 3, 103, 100, 97
INVAR-45, Run: 099, F, 0, 0, 103, 2, 0, 1, 101, 100, 99
INVAR-45, Run: 100, F, 0, 0, 124, 16, 0, 8, 108, 100, 92
INVAR-46, Run: 001, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 002, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 003, F, 0, 0, 218, 12, 0, 6, 206, 200, 194
INVAR-46, Run: 004, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 005, P, 0, 0, 200, 0, 0, 0, 200, 200, 200
INVAR-46, Run: 006, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 007, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 008, F, 0, 0, 206, 4, 0, 2, 202, 200, 198
INVAR-46, Run: 009, F, 0, 0, 230, 20, 0, 10, 210, 200, 190
INVAR-46, Run: 010, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 011, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 012, P, 0, 0, 200, 0, 0, 0, 200, 200, 200
INVAR-46, Run: 013, F, 0, 0, 218, 12, 0, 6, 206, 200, 194
INVAR-46, Run: 014, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 015, F, 0, 0, 224, 16, 0, 8, 208, 200, 192
INVAR-46, Run: 016, F, 0, 0, 218, 12, 0, 6, 206, 200, 194
INVAR-46, Run: 017, F, 0, 0, 218, 12, 0, 6, 206, 200, 194
INVAR-46, Run: 018, F, 0, 0, 218, 12, 0, 6, 206, 200, 194
INVAR-46, Run: 019, F, 0, 0, 227, 18, 0, 9, 209, 200, 191
INVAR-46, Run: 020, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 021, F, 0, 0, 227, 18, 0, 9, 209, 200, 191
INVAR-46, Run: 022, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 023, F, 0, 0, 206, 4, 0, 2, 202, 200, 198
INVAR-46, Run: 024, F, 0, 0, 221, 14, 0, 7, 207, 200, 193
INVAR-46, Run: 025, F, 0, 0, 227, 18, 0, 9, 209, 200, 191
INVAR-46, Run: 026, F, 0, 0, 230, 20, 0, 10, 210, 200, 190
INVAR-46, Run: 027, F, 0, 0, 206, 4, 0, 2, 202, 200, 198
INVAR-46, Run: 028, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 029, F, 0, 0, 224, 16, 0, 8, 208, 200, 192
INVAR-46, Run: 030, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 031, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 032, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 033, P, 0, 0, 200, 0, 0, 0, 200, 200, 200
INVAR-46, Run: 034, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 035, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 036, F, 0, 0, 212, 8, 0, 4, 204, 200, 196
INVAR-46, Run: 037, F, 0, 0, 233, 22, 0, 11, 211, 200, 189
INVAR-46, Run: 038, F, 0, 0, 233, 22, 0, 11, 211, 200, 189
INVAR-46, Run: 039, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 040, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 041, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 042, F, 0, 0, 227, 18, 0, 9, 209, 200, 191
INVAR-46, Run: 043, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 044, F, 0, 0, 206, 4, 0, 2, 202, 200, 198
INVAR-46, Run: 045, F, 0, 0, 248, 32, 0, 16, 216, 200, 184
INVAR-46, Run: 046, P, 0, 0, 200, 0, 0, 0, 200, 200, 200
INVAR-46, Run: 047, F, 0, 0, 218, 12, 0, 6, 206, 200, 194
INVAR-46, Run: 048, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 049, F, 0, 0, 212, 8, 0, 4, 204, 200, 196
INVAR-46, Run: 050, F, 0, 0, 212, 8, 0, 4, 204, 200, 196
INVAR-46, Run: 051, F, 0, 0, 206, 4, 0, 2, 202, 200, 198
INVAR-46, Run: 052, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 053, F, 0, 0, 227, 18, 0, 9, 209, 200, 191
INVAR-46, Run: 054, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 055, F, 0, 0, 206, 4, 0, 2, 202, 200, 198
INVAR-46, Run: 056, F, 0, 0, 206, 4, 0, 2, 202, 200, 198
INVAR-46, Run: 057, F, 0, 0, 218, 12, 0, 6, 206, 200, 194
INVAR-46, Run: 058, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 059, F, 0, 0, 233, 22, 0, 11, 211, 200, 189
INVAR-46, Run: 060, F, 0, 0, 218, 12, 0, 6, 206, 200, 194
INVAR-46, Run: 061, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 062, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 063, F, 0, 0, 212, 8, 0, 4, 204, 200, 196
INVAR-46, Run: 064, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 065, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 066, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 067, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 068, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 069, F, 0, 0, 212, 8, 0, 4, 204, 200, 196
INVAR-46, Run: 070, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 071, F, 0, 0, 212, 8, 0, 4, 204, 200, 196
INVAR-46, Run: 072, F, 0, 0, 221, 14, 0, 7, 207, 200, 193
INVAR-46, Run: 073, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 074, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 075, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 076, F, 0, 0, 212, 8, 0, 4, 204, 200, 196
INVAR-46, Run: 077, F, 0, 0, 218, 12, 0, 6, 206, 200, 194
INVAR-46, Run: 078, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 079, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 080, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 081, F, 0, 0, 215, 10, 0, 5, 205, 200, 195
INVAR-46, Run: 082, F, 0, 0, 212, 8, 0, 4, 204, 200, 196
INVAR-46, Run: 083, F, 0, 0, 203, 2, 0, 1, 201, 200, 199
INVAR-46, Run: 084, F, 0, 0, 212, 8, 0, 4, 204, 200, 196
INVAR-46, Run: 085, F, 0, 0, 209, 6, 0, 3, 203, 200, 197
INVAR-46, Run: 086, F, 0, 0, 227, 18, 0, 9, 209, 200, 191
INVAR-46, Run: 087, F, 0, 0, 212, 8, 0, 4, 204, 200, 196
