Input Number, Run_Number, Result@ 100, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, at, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-3, Run: 026, F, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 488, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 80, 1, 0, 76, 5, 0, 5, 4, 12, 5, 2, 1, 158, 4, 0, 9, 1, 14, 2, 1, 1, 0, 80, 0, 1, 1, 0, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 159, 3, 0, 49, 2, 10, 53, 11, 1, 2, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 027, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 494, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 80, 2, 0, 80, 2, 0, 4, 0, 9, 1, 5, 1, 161, 3, 0, 14, 2, 18, 3, 1, 1, 0, 82, 0, 0, 6, 1, 6, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 162, 2, 0, 24, 2, 2, 27, 3, 1, 2, 1, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 028, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 494, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 81, 1, 0, 81, 0, 1, 7, 2, 10, 4, 5, 1, 160, 4, 0, 2, 0, 7, 1, 1, 1, 0, 82, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 5, 0, 13, 1, 2, 19, 3, 1, 2, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 029, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 494, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 79, 3, 0, 80, 2, 0, 9, 3, 15, 4, 4, 1, 161, 3, 0, 13, 2, 17, 3, 1, 1, 0, 82, 0, 0, 2, 1, 2, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 160, 4, 0, 5, 0, 2, 10, 3, 1, 2, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 030, F, 0, 0, 0, 4, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 80, 0, 0, 1, 0, 0, 0, 0, 481, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 81, 1, 0, 81, 1, 0, 9, 1, 12, 2, 1, 1, 159, 1, 0, 0, 0, 2, 1, 1, 1, 0, 80, 0, 0, 3, 1, 3, 1, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 156, 4, 0, 5, 2, 1, 10, 2, 1, 1, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 031, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 80, 2, 0, 79, 3, 0, 18, 1, 24, 2, 3, 1, 158, 6, 0, 7, 2, 14, 3, 1, 1, 1, 82, 0, 0, 7, 1, 7, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 160, 3, 1, 17, 0, 6, 22, 8, 1, 1, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 032, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 79, 3, 0, 79, 3, 0, 5, 1, 12, 2, 5, 1, 159, 5, 0, 20, 4, 26, 5, 1, 1, 0, 82, 0, 0, 5, 1, 5, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 160, 3, 1, 18, 0, 5, 23, 7, 1, 1, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 033, F, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 80, 2, 0, 80, 1, 0, 0, 0, 4, 1, 2, 1, 158, 6, 0, 11, 2, 18, 3, 1, 1, 0, 82, 0, 0, 6, 1, 6, 1, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 157, 6, 1, 3, 9, 1, 11, 3, 1, 1, 1, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 034, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 494, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 78, 4, 0, 79, 3, 0, 3, 0, 11, 1, 3, 1, 164, 0, 0, 22, 4, 23, 5, 1, 1, 0, 82, 0, 0, 1, 1, 1, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 161, 3, 0, 8, 3, 1, 12, 2, 1, 2, 1, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 035, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 82, 0, 0, 80, 2, 0, 4, 1, 7, 2, 3, 1, 158, 6, 0, 12, 4, 19, 5, 1, 1, 1, 82, 0, 0, 7, 1, 7, 1, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 162, 2, 0, 11, 5, 0, 14, 1, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 036, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 79, 3, 0, 82, 0, 0, 5, 0, 9, 1, 2, 1, 162, 2, 0, 3, 0, 6, 1, 1, 1, 0, 82, 0, 0, 4, 1, 4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 161, 2, 1, 19, 2, 1, 23, 3, 1, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 037, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 80, 2, 0, 79, 3, 0, 6, 0, 12, 1, 3, 1, 159, 5, 0, 6, 1, 12, 2, 1, 1, 1, 82, 0, 0, 9, 1, 9, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 159, 5, 0, 17, 2, 1, 23, 2, 1, 1, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 038, F, 0, 0, 0, 3, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 485, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 77, 5, 0, 79, 3, 0, 9, 9, 18, 10, 5, 1, 158, 3, 0, 1, 0, 5, 1, 1, 1, 0, 80, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 8, 1, 28, 0, 5, 38, 7, 1, 2, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 039, F, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 79, 3, 0, 80, 2, 0, 25, 9, 30, 9, 0, 0, 163, 1, 0, 3, 1, 5, 2, 1, 1, 1, 81, 1, 0, 3, 1, 4, 1, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 158, 6, 0, 5, 7, 2, 12, 3, 1, 1, 1, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 040, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 80, 2, 0, 78, 4, 0, 11, 2, 18, 3, 2, 1, 160, 2, 2, 44, 7, 49, 10, 1, 1, 0, 82, 0, 0, 2, 1, 2, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 162, 2, 0, 2, 2, 0, 5, 1, 1, 1, 1, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 041, F, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 82, 0, 0, 1, 0, 0, 0, 0, 492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 82, 0, 0, 79, 3, 0, 14, 5, 18, 5, 7, 0, 161, 3, 0, 3, 0, 7, 1, 1, 1, 0, 82, 0, 0, 1, 1, 1, 1, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 158, 6, 0, 9, 7, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 042, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 79, 3, 0, 81, 1, 0, 12, 2, 17, 3, 5, 1, 163, 1, 0, 8, 1, 10, 2, 1, 1, 0, 82, 0, 0, 3, 1, 3, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 162, 2, 0, 11, 1, 1, 14, 2, 1, 1, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 043, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 82, 0, 0, 79, 3, 0, 0, 0, 4, 1, 3, 1, 161, 3, 0, 1, 0, 5, 1, 1, 1, 0, 81, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 157, 7, 0, 3, 0, 0, 11, 1, 1, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 044, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 494, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 82, 0, 0, 81, 1, 0, 0, 0, 2, 1, 5, 1, 158, 6, 0, 2, 0, 9, 1, 1, 1, 1, 82, 0, 0, 3, 1, 3, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 164, 0, 0, 19, 1, 8, 20, 9, 1, 2, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 045, F, 0, 0, 14, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 74, 1, 0, 75, 0, 0, 0, 0, 2, 1, 3, 1, 161, 3, 0, 26, 2, 30, 3, 1, 1, 0, 82, 0, 0, 9, 1, 9, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 163, 1, 0, 12, 0, 1, 14, 2, 1, 1, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 046, F, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 80, 2, 0, 81, 0, 0, 1, 0, 4, 1, 5, 1, 163, 1, 0, 32, 11, 34, 12, 1, 1, 0, 82, 0, 0, 1, 1, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 160, 3, 1, 11, 0, 6, 16, 8, 1, 1, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 047, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 82, 0, 0, 1, 0, 0, 0, 0, 492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 81, 1, 0, 81, 1, 0, 9, 3, 12, 4, 1, 1, 161, 3, 0, 38, 10, 42, 11, 1, 1, 0, 81, 1, 0, 1, 1, 2, 1, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 161, 3, 0, 1, 2, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 048, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 494, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 82, 0, 0, 80, 2, 0, 0, 0, 3, 1, 1, 1, 161, 3, 0, 4, 1, 8, 2, 1, 1, 1, 82, 0, 0, 2, 1, 2, 1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 159, 4, 1, 0, 3, 1, 6, 3, 1, 2, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 049, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 491, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 80, 2, 0, 81, 1, 0, 14, 4, 18, 5, 6, 1, 160, 4, 0, 6, 3, 11, 4, 1, 1, 0, 81, 1, 0, 1, 1, 2, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 161, 2, 0, 1, 2, 0, 4, 1, 1, 2, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 050, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 494, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 81, 1, 0, 81, 1, 0, 11, 3, 14, 4, 3, 1, 160, 4, 0, 14, 2, 19, 3, 1, 1, 0, 82, 0, 0, 1, 1, 1, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 159, 5, 0, 4, 1, 1, 10, 2, 1, 2, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 051, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 487, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 78, 4, 0, 82, 0, 0, 2, 1, 7, 2, 5, 1, 162, 1, 1, 32, 10, 35, 12, 1, 1, 0, 81, 1, 0, 1, 1, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 159, 3, 0, 0, 0, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 052, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 493, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 79, 2, 1, 82, 0, 0, 2, 0, 6, 2, 4, 1, 161, 2, 1, 17, 2, 21, 4, 1, 1, 0, 82, 0, 0, 5, 1, 5, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 160, 4, 0, 7, 1, 6, 12, 7, 1, 1, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 053, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 481, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 77, 5, 0, 81, 1, 0, 6, 1, 13, 2, 6, 1, 157, 6, 1, 3, 0, 11, 2, 1, 1, 1, 82, 0, 0, 7, 1, 7, 1, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 158, 2, 0, 0, 6, 0, 3, 1, 1, 1, 1, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 054, F, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 494, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 82, 0, 0, 81, 1, 0, 2, 0, 4, 1, 8, 1, 161, 2, 1, 14, 5, 18, 7, 1, 1, 1, 82, 0, 0, 1, 1, 1, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 162, 2, 0, 2, 4, 1, 5, 2, 1, 2, 1, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-3, Run: 055, P, 0, 0, 2, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 82, 0, 0, 0, 0, 0, 0, 0, 492, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 80, 1, 0, 80, 1, 0, 0, 0, 3, 1, 3, 1, 163, 1, 0, 37, 6, 39, 7, 1, 1, 0, 82, 0, 0, 5, 0, 5, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 159, 5, 0, 6, 4, 1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
